steps,X,Y,yaw,vx,vy,yawdot,progress,error,cmd_throttle,cmd_steer,cmd_brake,next_left_lane_point_x,next_left_lane_point_y,next_right_lane_point_x,next_right_lane_point_y,last_ts,mpc_time
1,85.0,-105.0,2.356194490192345,0.0,-0.0,None,1343.5442277778864,-6.058968998121315,1.0,-0.02983465977013111,0.0,95.6703872680664,-93.90968322753906,82.5760726928711,-106.65062713623047,1.4593683881685138,-1
2,85.0,-105.0,2.356194490192345,0.0,-0.0,0.0,0.0,-6.058968998121315,1.0,-0.6257482171058655,0.0,95.6703872680664,-93.90968322753906,82.5760726928711,-106.65062713623047,0.13043679669499397,-1
3,85.0,-105.0,2.356194490192345,0.0,-0.0,0.0,1343.5442277778864,-6.058968998121315,1.0,-0.615864634513855,0.0,95.6703872680664,-93.90968322753906,82.5760726928711,-106.65062713623047,0.11980237253010273,-1
4,85.0,-105.0,2.356194490192345,0.0,-0.0,0.0,1343.5442277778864,-6.058968998121315,1.0,-0.6061795353889465,0.0,95.6703872680664,-93.90968322753906,82.5760726928711,-106.65062713623047,0.11675746832042933,-1
5,84.99934387207031,-104.99979400634766,2.3562080723139043,-0.0018682873601005507,-0.0029975628703697533,0.0001126688836861581,0.0,-6.05922239540682,1.0,-0.5968157052993774,0.0,95.66996002197266,-93.90924835205078,82.57564544677734,-106.65019226074219,0.12054900266230106,-1
6,84.98529052734375,-104.9737777709961,2.349093437461758,0.9396474473403507,-0.34075684825230934,-0.06996325093775584,1343.5442277778864,-6.047935440764036,1.0,-0.5742360949516296,0.0,95.65016174316406,-93.88890075683594,82.55584716796875,-106.62984466552734,0.10169102717190981,-1
7,84.91425323486328,-104.83649444580078,2.315492067672119,2.078908382662165,-0.7396717991857064,-0.3628379496405845,0.0,-5.9884076746126516,1.0,-0.500338613986969,0.0,95.54718780517578,-93.78306579589844,82.45287322998047,-106.52400970458984,0.0926070986315608,-1
8,84.79063415527344,-104.57757568359375,2.256840205720868,2.99506810587921,-0.975107925705889,-0.5468877922341194,1343.5442277778864,-5.878454876722344,1.0,-0.37569954991340637,0.0,95.35804748535156,-93.58867645263672,82.26373291015625,-106.32962036132812,0.10724661033600569,-1
9,84.62447357177734,-104.20423889160156,2.1842561496849218,3.8686014521672716,-1.0446678918585537,-0.6318027491398152,0.10784591733125364,-5.731630524538169,1.0,-0.2265065461397171,0.0,95.09123992919922,-93.31446838378906,81.9969253540039,-106.05541229248047,0.11488404590636492,-1
10,84.44873809814453,-103.79590606689453,2.122925147677051,4.654506061508442,-0.9087410724783769,-0.6022328690067817,0.5242321368474444,-5.573786487475309,1.0,-0.10272686928510666,0.0,94.80235290527344,-93.01757049560547,81.70803833007812,-105.75851440429688,0.10183934681117535,-1
11,84.09759521484375,-103.03436279296875,2.0658992787293475,5.6124526143533995,-0.3489426425979265,-0.2873624008316745,1.3169480861159741,-5.296046199198112,1.0,0.0061118341982364655,0.0,94.25212860107422,-92.45208740234375,81.1578140258789,-105.19303131103516,0.19844582583755255,-1
12,83.82798767089844,-102.4635009765625,2.043091168205582,6.383235558813193,-0.2700643867773862,-0.21805497856222075,1.9154980148565943,-5.092296186754319,1.0,0.07150095701217651,0.0,93.83655548095703,-92.02499389648438,80.74224090576172,-104.76593780517578,0.10459798108786345,-1
13,83.51258850097656,-101.82453918457031,2.0378166445086254,7.14533818910418,0.020304380847087078,-0.0502917604112987,2.5948085850325024,-4.873886119048908,1.0,0.10352694243192673,0.0,93.36473846435547,-91.54008483886719,80.27042388916016,-104.2810287475586,0.10487848613411188,-1
14,83.17449188232422,-101.18809509277344,2.050161994057797,7.781566693072871,0.23989381992897396,0.1283262570344503,3.2880297036818162,-4.673374624769756,1.0,0.1116102784872055,0.0,92.88306427001953,-91.0450439453125,79.78874969482422,-103.7859878540039,0.09620283357799053,-1
15,83.11296844482422,-101.07747650146484,2.0536950767179505,7.89328783571475,0.2823516097933827,0.21962860969658105,3.4104267350261024,-4.640489949007792,1.0,0.12890931963920593,0.0,92.7979965209961,-90.95762634277344,79.70368194580078,-103.69857025146484,0.016086623072624207,-1
16,83.04279327392578,-100.95381927490234,2.0583241833247263,8.011960268516686,0.33329865142535153,0.2599648955483505,3.548223384801189,-4.60472848755473,1.0,0.1268707662820816,0.0,92.70220947265625,-90.85918426513672,79.60789489746094,-103.60012817382812,0.017806660383939743,-1
17,82.97880554199219,-100.8429183959961,2.0629166714665135,8.118762870240955,0.36340977533006136,0.29039925348002904,3.672534806735699,-4.573406091886376,1.0,0.12411551922559738,0.0,92.61579132080078,-90.77037048339844,79.52147674560547,-103.51131439208984,0.015814393758773804,-1
18,82.9058609008789,-100.71845245361328,2.0683884022421903,8.239641899362125,0.38496851155664924,0.3115129691781163,3.8128357786533007,-4.539057965032464,1.0,0.11859170347452164,0.0,92.51825714111328,-90.67012786865234,79.42394256591797,-103.41107177734375,0.017565017566084862,-1
19,82.83350372314453,-100.59661865234375,2.0739078036013794,8.35619661596578,0.3938005673240559,0.32448502850482847,3.9508316933333307,-4.506116007373016,1.0,0.11223166435956955,0.0,92.42230987548828,-90.57152557373047,79.32799530029297,-103.31246948242188,0.01700972579419613,-1
20,82.76211547851562,-100.47774505615234,2.07931548535284,8.470255354844435,0.39363249641064746,0.3293752438453892,4.086021202214621,-4.474535358728948,1.0,0.10484424233436584,0.0,92.32831573486328,-90.47491455078125,79.23400115966797,-103.21585845947266,0.01641799695789814,-1
21,82.68534851074219,-100.3511734008789,2.0849850889975095,8.591487808451223,0.3857373920494762,0.32801661626465806,4.230488337618798,-4.441446080726392,1.0,0.09591180831193924,0.0,92.22786712646484,-90.37167358398438,79.13355255126953,-103.11261749267578,0.01728450134396553,-1
22,82.60884857177734,-100.22608947753906,2.090411013402437,8.710121700091953,0.37083849008886105,0.3213320572490344,4.373696309565603,-4.409195719887607,1.0,0.08650730550289154,0.0,92.1282730102539,-90.26933288574219,79.0339584350586,-103.0102767944336,0.016885723918676376,-1
23,82.53791046142578,-100.11083984375,2.095188724398039,8.81883654422338,0.3518367975431649,0.3104628254554135,4.505957169865644,-4.379800622720044,1.0,0.07706496119499207,0.0,92.03630065917969,-90.1748046875,78.94198608398438,-102.9157485961914,0.01538899540901184,-1
24,82.4605712890625,-99.98588562011719,2.1000452649619077,8.935241086818023,0.3271895694733047,0.29440874437204445,4.649649595224107,-4.3482316591446155,1.0,0.06635475158691406,0.0,91.93636322021484,-90.07209777832031,78.84204864501953,-102.81304168701172,0.01649591140449047,-1
25,82.38285064697266,-99.86078643798828,2.104531359818146,9.049900634773662,0.2985818106296798,0.2748536904465284,4.793708194258117,-4.316829662074652,1.0,0.055630460381507874,0.0,91.83617401123047,-89.96913146972656,78.74185943603516,-102.71007537841797,0.016321755945682526,-1
26,82.30783081054688,-99.74042510986328,2.1084588566357403,9.1583941594833,0.2682274823029003,0.2528983912151522,4.932476431588112,-4.286785687496762,1.0,0.04503164812922478,0.0,91.73966217041016,-89.86994171142578,78.64534759521484,-102.61088562011719,0.015529939904808998,-1
27,82.23127746582031,-99.6177978515625,2.112030821447809,9.267052017283842,0.2353068797173572,0.22833839256710317,5.073937965512279,-4.256257668521695,1.0,0.03421802818775177,0.0,91.64127349853516,-89.7688217163086,78.54695892333984,-102.509765625,0.015643294900655746,-1
28,82.15220642089844,-99.49121856689453,2.115241128983845,9.377205989174824,0.1998813923942171,0.20113135577031385,5.219989876803628,-4.2247764208330985,1.0,0.023476649075746536,0.0,91.53968811035156,-89.66441345214844,78.44537353515625,-102.40535736083984,0.01596124842762947,-1
29,82.06925964355469,-99.3583755493164,2.1180752650159076,9.490620021029333,0.16215824401566348,0.1712458223004232,5.373239041896607,-4.191704655661866,1.0,0.012975066900253296,0.0,91.43309783935547,-89.55487060546875,78.33878326416016,-102.29581451416016,0.016550103202462196,-1
30,81.9864501953125,-99.22561645507812,2.1203678472403023,9.601785067793475,0.12461089272945625,0.1402838283033417,5.526327831393458,-4.1585867058901815,1.0,0.0031367274932563305,0.0,91.32660675048828,-89.44542694091797,78.23229217529297,-102.18637084960938,0.01634245552122593,-1
31,81.9066390991211,-99.09739685058594,2.1220826566662043,9.707164860879889,0.08891889005666798,0.10991597377725694,5.674061562962812,-4.126475748687556,1.0,-0.006032347679138184,0.0,91.22383880615234,-89.33981323242188,78.12952423095703,-102.08075714111328,0.015601093880832195,-1
32,81.82978057861328,-98.97357177734375,2.123281611788958,9.807157859537524,0.05519414425389968,0.08047453393286809,5.81657670682816,-4.095304261668166,1.0,-0.014630722813308239,0.0,91.12471008300781,-89.23793029785156,78.0303955078125,-101.97887420654297,0.014898565597832203,-1
33,81.6849136352539,-98.73902130126953,2.1243530014954968,9.992316025056445,0.0011931733907797337,0.03859350136394904,6.086018897403022,-4.0357291369052835,1.0,-0.0231193695217371,0.0,90.9372787475586,-89.04530334472656,77.84296417236328,-101.78624725341797,0.027760883793234825,-1
34,81.59616088867188,-98.5946273803711,2.124396677337374,10.103900386659399,-0.027893224702820518,0.0025962994619864047,6.25158570762888,-3.9987359485308693,1.0,-0.027109837159514427,0.0,90.82210540771484,-88.92692565917969,77.72779083251953,-101.6678695678711,0.016822343692183495,-1
35,81.50566864013672,-98.4467544555664,2.1240094537148764,10.216492522154907,-0.05239821916115428,-0.02275671244464681,6.420858679029104,-3.96055839379505,1.0,-0.032513245940208435,0.0,90.70435333251953,-88.805908203125,77.61003875732422,-101.5468521118164,0.017015798017382622,-1
36,81.41824340820312,-98.30326080322266,2.1232637686096543,10.32408653776379,-0.07417559531974227,-0.045696784499330685,6.584843687722003,-3.923227226292493,1.0,-0.03697507083415985,0.0,90.59027099609375,-88.68866729736328,77.49595642089844,-101.42961120605469,0.01631810888648033,-1
37,81.32611846923828,-98.15126037597656,2.122104228271034,10.43638645748743,-0.09449805487840646,-0.06790699014146984,6.758208114902256,-3.883329442427864,1.0,-0.040512215346097946,0.0,90.46966552734375,-88.56471252441406,77.37535095214844,-101.30565643310547,0.017075419425964355,-1
38,81.23649597167969,-98.00260162353516,2.120654936005813,10.544720501770001,-0.11138907509643747,-0.08781670296530569,6.9274231641987125,-3.843959787269961,1.0,-0.04289678484201431,0.0,90.35194396972656,-88.44373321533203,77.25762939453125,-101.18467712402344,0.016503605991601944,-1
39,81.13457489013672,-97.83252716064453,2.1186607609815615,10.666983842686161,-0.12648993431874267,-0.10697872974403422,7.120582035387514,-3.7984712399589653,1.0,-0.04394165799021721,0.0,90.21756744384766,-88.30562591552734,77.12325286865234,-101.04656982421875,0.018640855327248573,-1
40,81.04890441894531,-97.68882751464844,2.116772979242859,10.769069947618702,-0.13560485574963277,-0.12123400952941332,7.283470485649255,-3.7597112632398733,1.0,-0.043951909989118576,0.0,90.10424041748047,-88.18916320800781,77.00992584228516,-100.93010711669922,0.015571387484669685,-1
41,80.9570083618164,-97.53385162353516,2.1145709444955267,10.8779427502401,-0.14168328465319302,-0.13262494366182542,7.458789274598632,-3.717546603024989,1.0,-0.043460287153720856,0.0,89.9822769165039,-88.06381225585938,76.8879623413086,-100.80475616455078,0.01660347357392311,-1
42,80.86026763916016,-97.369873046875,2.1121104499644026,10.991815771329694,-0.1446131179467791,-0.14168299488176808,7.643942297093183,-3.672571106599763,1.0,-0.041478049010038376,0.0,89.85346221923828,-87.9314193725586,76.75914764404297,-100.67236328125,0.01736619509756565,-1
43,80.765625,-97.2086410522461,2.1096251880351407,11.102570568645124,-0.14349536820432274,-0.14722815133392894,7.825654986895112,-3.6279990389547145,1.0,-0.03837615251541138,0.0,89.72703552246094,-87.8014907836914,76.63272094726562,-100.54243469238281,0.016880344599485397,-1
44,80.67420959472656,-97.0522232055664,2.107209035136166,11.208936004001968,-0.1385792170554545,-0.1491377090258213,8.001656618392001,-3.5844632018902063,1.0,-0.03456951677799225,0.0,89.60458374023438,-87.67564392089844,76.51026916503906,-100.41658782958984,0.016200818121433258,-1
45,80.58507537841797,-96.89913177490234,2.104893549726397,11.312035162763092,-0.13048082252842796,-0.1475146721975839,8.173675108903575,-3.5416050571604796,1.0,-0.030123794451355934,0.0,89.48490142822266,-87.5526351928711,76.39058685302734,-100.2935791015625,0.01569664478302002,-1
46,80.48995208740234,-96.7352066040039,2.1025217384595725,11.421283957422428,-0.11873289878188675,-0.1425932064357433,8.357639083387648,-3.4954785969522146,1.0,-0.024719662964344025,0.0,89.35689544677734,-87.42108917236328,76.26258087158203,-100.16203308105469,0.01663341000676155,-1
47,80.39691925048828,-96.574462890625,2.1003513953292123,11.527317384208683,-0.10424763360930278,-0.13439503826383825,8.537856706513944,-3.4500653403165877,1.0,-0.018337566405534744,0.0,89.23150634765625,-87.29222106933594,76.13719177246094,-100.03316497802734,0.01614898256957531,-1
48,80.29348754882812,-96.39537048339844,2.0981825169374515,11.644125342531314,-0.08503216763457377,-0.12180687651974942,8.738485924473816,-3.39930210133093,1.0,-0.011043820530176163,0.0,89.09191131591797,-87.14875030517578,75.99759674072266,-99.88969421386719,0.017805878072977066,-1
49,80.2003173828125,-96.23387145996094,2.0964855506908533,11.748303504659239,-0.06493322491233577,-0.10669292144374096,8.919329908153925,-3.353446388041486,1.0,-0.0029534955974668264,0.0,88.96607208251953,-87.01942443847656,75.87175750732422,-99.76036834716797,0.015905143693089485,-1
50,80.09758758544922,-96.05580139160156,2.0949766036172144,11.861833465061451,-0.040006151719624405,-0.08685588515050925,9.11872401259507,-3.302877671834719,1.0,0.0053520300425589085,0.0,88.82732391357422,-86.87682342529297,75.7330093383789,-99.61776733398438,0.017372997477650642,-1
51,79.99043273925781,-95.8702163696289,2.0938490212116747,11.978668007746966,-0.012634939713888294,-0.06287344298447199,9.326588898315656,-3.250230725348052,1.0,0.014527206309139729,0.0,88.68267822265625,-86.72816467285156,75.58836364746094,-99.46910858154297,0.01793416030704975,-1
52,79.89360046386719,-95.70281982421875,2.0932412878509186,12.082735850467127,0.01386791746507221,-0.03788909498472673,9.51420096258743,-3.202864784285823,1.0,0.024071354418992996,0.0,88.55211639404297,-86.59398651123047,75.45780181884766,-99.33493041992188,0.01603979617357254,-1
53,79.79341888427734,-95.53016662597656,2.0930808323952412,12.188721252143992,0.042742080731980714,-0.009776008141034359,9.707914586174631,-3.1542255110498516,1.0,0.033334698528051376,0.0,88.41730499267578,-86.4554443359375,75.32299041748047,-99.1963882446289,0.016413187608122826,-1
54,79.69216918945312,-95.35636138916016,2.0934198528020085,12.29406871417179,0.07204424281833166,0.02067729044600766,9.903194120324189,-3.1055409688949,1.0,0.04285072162747383,0.0,88.28141021728516,-86.31576538085938,75.18709564208984,-99.05670928955078,0.01639578491449356,-1
55,79.58233642578125,-95.1688461303711,2.094382585536072,12.406256061684601,0.10312557668310252,0.054839724925506844,10.114287863199243,-3.053435556871367,1.0,0.05225903540849686,0.0,88.13449096679688,-86.16477966308594,75.04017639160156,-98.90572357177734,0.017555389553308487,-1
56,79.46707153320312,-94.97337341308594,2.0960477270076443,12.521713084153662,0.13385946864559006,0.09167306424577915,10.334871261038385,-2.999663031185453,1.0,0.061711832880973816,0.0,87.98096466064453,-86.00698852539062,74.88665008544922,-98.74793243408203,0.018163911998271942,-1
57,79.36772918701172,-94.80606842041016,2.0979855761748403,12.619296634023641,0.15969772638419233,0.12543892019978853,10.524142410068123,-2.954124693319361,1.0,0.0716049000620842,0.0,87.8492202758789,-85.87159729003906,74.7549057006836,-98.61254119873047,0.015448547899723053,-1
58,79.25901794433594,-94.62451171875,2.100676434140256,12.723802910215326,0.18741232962717813,0.16146249490125347,10.730164455844857,-2.905349688561152,1.0,0.08014452457427979,0.0,87.705810546875,-85.72421264648438,74.61149597167969,-98.46515655517578,0.01666552945971489,-1
