throttle,steer,vx,vy,yawdot,dt,slip_front,slip_back,ay,fy
1.0,0.07272395,21.819191,0.06179378,0.38621244,0.022318583,0.016913414,-0.032409146,-7.13645127022625,-13166.752593567431
1.0,0.07266287,21.95119,-0.023868587,0.4030912,0.021699432,0.013540588,-0.037624236,-3.94767784705148,-7283.465627809981
1.0,0.071591996,22.557545,-0.40151536,0.46543235,0.01990637,-0.0012874057,-0.058737494,-18.971152098549357,-35001.775621823566
1.0,0.07092308,22.66853,-0.46824938,0.4733692,0.019408185,-0.003933216,-0.062066827,-3.4384472324434254,-6343.93514385812
1.0,0.06453085,23.00894,-0.66104573,0.48472065,0.021125376,-0.0118247075,-0.07043981,-9.126292000672557,-16838.00874124087
1.0,-0.0017790486,23.91852,-1.092054,0.35308522,0.02117539,-0.033693977,-0.07472883,-20.354206935503907,-37553.51179600471
1.0,-0.036758196,24.279366,-1.1585996,0.20391865,0.022529772,-0.040809594,-0.06416437,-2.9536739208900995,-5449.5283840422335
1.0,-0.05868806,24.533264,-1.1354473,0.073334396,0.019353492,-0.043684617,-0.052001234,1.196285404205092,2207.146570758395
1.0,-0.088696554,26.40701,0.92370737,-0.6913512,0.019175118,0.013981292,0.08679272,107.38680565094826,198128.65642599954
1.0,-0.08124751,26.497694,1.0795811,-0.69619536,0.020128846,0.019646727,0.092673115,7.743798626111002,14287.3084651748
0.34471974,0.02288495,27.26706,2.1097095,-0.46551746,0.023502825,0.06339619,0.11065577,43.82998214044483,80866.3170491207
-0.5,0.04991718,27.438322,2.1894763,-0.31450817,0.020224586,0.07025411,0.101992875,3.944051067349404,7276.77421925965
-0.6994725,0.096192,27.386871,1.8557312,0.09276766,0.019578185,0.0700983,0.06068879,-17.046784469551188,-31451.317346321943
-0.6495597,0.10852057,26.77105,0.9528247,0.4317978,0.020163722,0.04827702,0.0033206288,-44.77876157983135,-82616.81511478883
-0.5,0.06439823,24.875566,-0.9486256,0.6228466,0.019850897,-0.018029602,-0.087633595,-95.78661860972832,-176726.31133494875
0.018778803,0.058487404,24.667425,-1.0805405,0.6110371,0.01948558,-0.023886146,-0.092703,-6.769872900883626,-12490.41550213029
0.060124885,0.052521776,24.46313,-1.1952312,0.5967435,0.02266299,-0.029215824,-0.096943274,-5.060704699600544,-9337.000170763004
0.12898093,0.037955713,24.029377,-1.3969502,0.55695474,0.022119801,-0.03940814,-0.103685044,-9.1193858389594,-16825.266872880093
0.16703731,0.03103561,23.820452,-1.4712559,0.530518,0.02002894,-0.043735545,-0.10547021,-3.7099167504620834,-6844.796404602544
0.17154048,0.019068245,23.42974,-1.5628309,0.47019705,0.022286534,-0.050390217,-0.10598692,-4.108983478543589,-7581.074517912922
0.18165137,0.013659311,23.236837,-1.5832578,0.43519402,0.021587243,-0.052875683,-0.10475558,-0.9462486710322349,-1745.8287980544733
0.34421778,0.0029229256,20.376837,-0.51294786,0.024171926,0.019473257,-0.024101121,-0.027404193,54.96306755464687,101406.85963832347
1.0,0.11706248,20.396046,-0.20529039,0.5247156,0.022623798,0.0104641775,-0.06114144,13.598842687686657,25089.86475878188
1.0,0.1136969,21.74368,-1.2176199,0.80342394,0.019931898,-0.026311869,-0.12859018,-50.78941854910155,-93706.47722309236
1.0,0.06403231,22.763159,-1.868471,0.66788083,0.019750368,-0.058288313,-0.13924138,-32.95387204937143,-60799.89393109028
1.0,0.029572092,25.707052,-1.0302366,0.1778184,0.01983176,-0.034394927,-0.053649813,42.267272294541684,77983.1173834294
-0.5550548,0.043203406,26.271301,-0.8485255,0.23017123,0.019744035,-0.02518829,-0.04959159,9.203341667496032,16980.165376530178
-1.0,-0.053538106,23.082232,-0.8808508,-0.014667791,0.019087164,-0.03848397,-0.036714867,-1.6935622285217438,-3124.6223116226174
-1.0,-0.063764654,22.224169,-0.633652,-0.1679735,0.020560518,-0.03438999,-0.013334755,12.022985024015448,22182.4073693085
-0.5,-0.0050257845,18.88683,0.35292408,-0.1889028,0.020994581,0.010628116,0.03846715,46.99193949143353,86700.12836169486
-0.5,-0.0004260011,18.718082,0.36102918,-0.16505077,0.020185543,0.012167937,0.03671045,0.40152994645722595,740.8227512135819
-0.5,0.046267163,17.154278,0.2814149,0.068999395,0.021075564,0.019506566,0.008311724,-3.777563437922704,-6969.604542967389
-0.93484694,0.11999509,15.14675,0.15185578,0.42177922,0.019781595,0.032079708,-0.04533613,-6.54947793643536,-12083.786792723238
-0.9361506,0.12517737,14.966095,0.14476831,0.44746384,0.019750487,0.033356547,-0.04975014,-0.35885039189160167,-662.078973040005
-0.5,0.15727398,12.689853,0.1783319,0.63443434,0.022312364,0.05357552,-0.085060045,1.504259701033919,2775.3591484075805
0.7973583,0.060894106,11.101422,0.18880796,0.32707277,0.021637898,0.040193427,-0.04151885,0.48415331285876334,893.2628622244183
0.71045095,0.010015806,11.7053175,0.0268355,0.078857005,0.020729173,0.0076168533,-0.011085948,-7.813744426755471,-14416.358467363843
1.0,0.028439004,12.162755,0.047785785,0.067785464,0.018196663,0.008318832,-0.0071585574,1.1513256578967253,2124.195838819458
1.0,0.08103146,12.788694,0.17156707,0.198578,0.020211471,0.025631541,-0.017501067,6.1243085671498125,11299.349306391405
1.0,0.092336714,12.898539,0.19780523,0.23289433,0.022477232,0.02954247,-0.020613506,1.167321670212774,2153.708481542568
1.0,0.24735793,14.139201,0.4261339,0.79949796,0.019845136,0.07470565,-0.082183,11.50552306620625,21227.690057150532
1.0,0.3162061,14.60363,0.38218477,1.0950694,0.01966211,0.08536548,-0.12234558,-2.2352194143965223,-4123.979819561584
1.0,0.3713814,15.27518,-0.14413105,1.5530268,0.022606313,0.07131156,-0.20832469,-23.28180716598943,-42954.9342212505
1.0,0.3436805,15.437609,-0.42330495,1.6205057,0.0212822,0.05613363,-0.23160338,-13.117718093054288,-24202.18988168516
-0.5166432,0.28078935,15.657273,-0.847197,1.6256481,0.019876374,0.0287611,-0.2544633,-21.32642754659376,-39347.25882346548
-1.0,0.14361574,15.2847805,-1.4704168,1.2747836,0.021856196,-0.029279657,-0.25558177,-28.514559441176313,-52609.3621689703
-1.0,0.07780209,14.308998,-1.361005,0.8656338,0.019895328,-0.04636123,-0.21140054,5.499371510738599,10146.340437312716
1.0,0.049163304,12.058716,-0.07172587,0.1994669,0.02053032,0.007224951,-0.038690336,62.798783944916586,115863.75637837111
1.0,0.053296115,12.047757,0.008276314,0.20074901,0.02005664,0.013900891,-0.0323586,3.988812881918407,7359.359767139461
1.0,0.057555113,12.395667,0.12867513,0.23196618,0.022191646,0.025143264,-0.026823442,5.425411706729641,10009.884598916187
1.0,0.04574438,12.904826,0.11872601,0.23301686,0.019402605,0.023459254,-0.026699716,-0.5127723828836381,-946.0650464203123
0.10485787,0.046731632,13.71032,0.06160993,0.18281436,0.019247252,0.015050029,-0.022010328,-2.967492710128179,-5475.02405018649
0.11722836,0.0654554,13.701302,0.098540366,0.21263157,0.023140876,0.019462781,-0.02366891,1.5958961968423322,2944.428483174103
1.0,0.11999481,13.430587,0.23185764,0.38322502,0.019865453,0.039773125,-0.039489377,6.711011019985297,12381.815331872873
1.0,0.19258313,13.811957,0.34880257,0.6846533,0.02204411,0.064353794,-0.07322331,5.305042027099302,9787.802539998213
1.0,0.20875812,13.989974,0.3488264,0.75775427,0.019945173,0.06767729,-0.082613826,0.0011947752972612702,2.2043604234470435
1.0,0.21287172,14.073027,0.3442325,0.79690015,0.02320624,0.06915861,-0.087937824,-0.19795968670495454,-365.2356219706411
1.0,0.21966428,14.349239,0.3003867,0.8892786,0.02037082,0.06991099,-0.101946265,-2.1523826728624567,-3971.1460314312326
1.0,0.20543186,14.83991,0.13013868,0.97598153,0.021396114,0.06089713,-0.12134436,-7.956959847942481,-14680.590919453878
1.0,0.19652365,15.057474,0.03488948,0.9833088,0.019131858,0.05414711,-0.12676059,-4.978565071933944,-9185.452557718127
0.5359334,0.1761344,15.719602,-0.26760027,0.943615,0.020313011,0.0307933,-0.1353795,-14.891428454402945,-27474.685498373434
1.0,0.186634,15.952728,-0.3739361,0.91748935,0.022324886,0.022425786,-0.13674493,-4.763107412956107,-8787.933176904018
1.0,0.22889836,16.3723,-0.4236826,1.008541,0.0218262,0.02325608,-0.14710353,-2.27921030687889,-4205.143016191551
-1.0,-0.09245517,14.314754,-1.3212394,0.4314987,0.019449845,-0.06760801,-0.15038384,-46.14724693178789,-85141.67058914866
-1.0,-0.1902982,13.598798,-1.2122822,-0.15213457,0.02287037,-0.09707399,-0.06618732,4.764120562981713,8789.802438701261
-1.0,-0.24966456,12.86488,-0.979185,-0.6143117,0.0199334,-0.11294938,0.019237174,11.69380035518276,21575.06165531219
-0.5,-0.26629394,11.525463,-0.6713358,-0.94008416,0.023011794,-0.12183201,0.1036091,13.377887877842117,24682.203134618707
0.6720267,-0.22524352,10.912619,-0.573288,-0.8961199,0.021120276,-0.11662343,0.11023808,4.6423541055997575,8565.143324831553
1.0,-0.100883044,11.123163,-0.3308931,-0.5313753,0.019681286,-0.06725849,0.06511736,12.316009228258764,22723.03702613742
1.0,-0.081384555,11.323332,-0.2689189,-0.46227348,0.022369942,-0.055857018,0.057330873,2.7704229183964793,5111.430284441504
1.0,-0.04968901,11.773898,-0.15398055,-0.32662064,0.019720603,-0.034959696,0.042022157,5.828338514800994,10753.284559807835
1.0,-0.03331354,12.117448,-0.0875133,-0.24388088,0.020581817,-0.023128202,0.032748684,3.2294160423251257,5958.272598089857
1.0,-0.21424936,14.667034,-0.34330106,-0.62527573,0.022442376,-0.057059933,0.061360423,-11.397534735181337,-21028.451586409567
1.0,-0.25561523,14.869313,-0.37266296,-0.77103907,0.020822609,-0.06600548,0.077962495,-1.4100970728499969,-2601.629099408244
1.0,-0.2769323,14.963713,-0.38232544,-0.83655083,0.021642767,-0.06969483,0.08547899,-0.44645308060656147,-823.7059337191059
