ss,right,left
139.5,5.1206370470629246,8.905587846377884
140.0,5.620031324459209,8.90558284982247
140.5,6.119425522080614,8.905575318221322
141.0,6.618819636043848,8.905563219341143
141.5,7.118213662467375,8.905544628807625
142.0,7.61760759747503,8.905525665133238
142.5,8.117001437219223,8.90550276289611
143.0,8.616395181664357,8.90547480074092
143.5,9.115788839001013,8.905444789374835
144.0,9.364593589787436,8.654817609155609
144.5,9.364631997181844,8.155424098465506
145.0,9.364671522740219,7.656030647278314
145.5,9.364715806866444,7.156637246537747
146.0,9.36475762407448,6.657243886572124
146.5,9.364802927920309,6.1578505585981835
147.0,9.364851516095408,5.658457253303833
147.5,9.364898444252503,5.159063961445457
148.0,9.364945637905038,4.65967067382514
148.5,9.364992868475614,4.160277381229082
149.0,9.36503944044461,3.660884074439687
149.5,9.365086245702063,3.161490744250251
150.0,9.36513457386003,2.662097381446479
150.5,9.365178332963737,2.162703976816179
151.0,9.365218543618335,1.6633105211472579
151.5,9.365258154421369,1.1639170052261432
152.0,9.365295597893587,0.6645234198417052
152.5,9.365327667232808,0.16512975578463995
153.0,9.365355847127239,0.33426399616727764
153.5,9.365381403301983,0.8336578452154028
154.0,9.365402537923101,1.3330518005692795
154.5,9.365418539549463,1.8324458713025134
155.0,9.365428491518397,2.331840066355354
155.5,9.365433674486516,2.8312343946656866
156.0,9.365435585967992,3.3306288651681273
156.5,9.365429720067041,3.830023486809187
157.0,9.365415324936437,4.32941826853138
157.5,9.365394415063319,4.8288132191898905
158.0,9.365367865788597,5.328208347818968
158.5,9.365332348891814,5.82760366332456
159.0,9.365288562078272,6.326999174792608
159.5,9.365236651604055,6.826394890675931
160.0,9.365174841801128,7.32579082046733
160.5,9.365104129756046,7.825186972739154
161.0,9.3650243261348,8.324583356660705
161.5,9.364934147765636,8.823979980990568
162.0,9.364832622875129,8.90516852831637
162.5,9.36472058013713,8.905280264630406
163.0,9.364597543733788,8.905401809473483
163.5,9.364462842140899,8.90553578779591
164.0,9.36431674312161,8.905682966633
164.5,9.36415937722081,8.905840513040333
165.0,9.363993410549774,8.906006939652354
165.5,9.363821228031213,8.906180112082819
166.0,9.363642529607827,8.906356733572892
166.5,9.363457684415213,8.906541276537865
167.0,9.363269824010631,8.906730130317928
167.5,9.363081605079431,8.906917129911564
168.0,9.362891697522551,8.9071063928042
168.5,9.362702169448163,8.907297539709116
169.0,9.362515347576387,8.907485971416376
169.5,9.36233221379519,8.907667907810842
170.0,9.36215341976605,8.90784617686082
170.5,9.361981503166485,8.908019014475187
171.0,9.361818174398765,8.908183104424982
171.5,9.361663692827348,8.90833665153853
172.0,9.361518946091612,8.908480032146104
172.5,9.361386321339445,8.908612432786366
173.0,9.361267627289887,8.90873243770552
173.5,9.361163317895047,8.90883802410987
174.0,9.361075478750045,8.908924718156875
174.5,9.36100513348041,8.908994363477253
175.0,9.360953254970413,8.909048393905469
175.5,9.360922480236772,8.909078636822903
176.0,9.36091314829565,8.909085598311496
176.5,9.360925976480287,8.909071943433702
177.0,9.360964507254344,8.909034075705845
177.5,9.36102888904837,8.908970907635439
178.0,9.361120057717994,8.908880554575722
178.5,9.361240866668295,8.908759769861629
179.0,9.361391724181166,8.90860884163243
179.5,9.361574330861327,8.908426266062396
180.0,9.361789947734454,8.908210643480565
180.5,9.362037886292688,8.90796270261947
181.0,9.362320276226706,8.907680314404042
181.5,9.362640738831463,8.90735985132947
182.0,9.363001830510312,8.906998759620755
182.5,9.363402651559433,8.90659793870305
183.0,9.363843363350789,8.90615722684129
183.5,9.364325756824188,8.90567483336042
184.0,9.364852279709405,8.905148310525549
184.5,9.365420680737955,8.904579909485259
185.0,9.366024922335798,8.903975667914523
185.5,9.366658112746311,8.903342477486474
