,x,y
0,90.52434539794922,100.6597671508789
1,90.52434539794922,100.6597671508789
2,90.52434539794922,100.6597671508789
3,90.52434539794922,100.6597671508789
4,90.52434539794922,100.6597671508789
5,90.52434539794922,100.6597671508789
6,90.52434539794922,100.6597671508789
7,90.52434539794922,100.6597671508789
8,90.52434539794922,100.6597671508789
9,90.52434539794922,100.6597671508789
10,90.52434539794922,100.6597671508789
11,90.52434539794922,100.6597671508789
12,90.52434539794922,100.6597671508789
13,90.52434539794922,100.6597671508789
14,90.52434539794922,100.6597671508789
15,90.52434539794922,100.6597671508789
16,90.52434539794922,100.6597671508789
17,90.52434539794922,100.6597671508789
18,90.52507781982422,100.6597671508789
19,90.52550506591795,100.6597671508789
20,90.52828216552734,100.65975189208984
21,90.5261001586914,100.65975952148438
22,90.5266342163086,100.65975952148438
23,90.52692413330078,100.65975952148438
24,90.52704620361328,100.65975952148438
25,90.52706146240234,100.65975952148438
26,90.52701568603516,100.65975952148438
27,90.52692413330078,100.65975952148438
28,90.5268325805664,100.65975952148438
29,90.52669525146484,100.65975952148438
30,90.5265884399414,100.65975952148438
31,90.52648162841795,100.65975952148438
32,90.52637481689452,100.65975952148438
33,90.52629852294922,100.65975952148438
34,90.52620697021484,100.65975952148438
35,90.52613067626952,100.65975952148438
36,90.52605438232422,100.65975952148438
37,90.52599334716795,100.65975952148438
38,90.52594757080078,100.65975952148438
39,90.5259017944336,100.65975952148438
40,90.5261459350586,100.65975952148438
41,90.53275299072266,100.65974426269533
42,90.54488372802734,100.65969848632812
43,90.56360626220705,100.6596450805664
44,90.59699249267578,100.65953826904295
45,90.62479400634766,100.6594467163086
46,90.6526870727539,100.65936279296876
47,90.68526458740234,100.65925598144533
48,90.71965789794922,100.65914916992188
49,90.75605010986328,100.6590347290039
50,90.79663848876952,100.65890502929688
51,90.83499908447266,100.65878295898438
52,90.8798599243164,100.65863800048828
53,90.92259979248048,100.65850067138672
54,90.9734115600586,100.65834045410156
55,91.01639556884766,100.658203125
56,91.0617446899414,100.6580581665039
57,91.1108169555664,100.65790557861328
58,91.16289520263672,100.6577377319336
59,91.2187271118164,100.65756225585938
60,91.26964569091795,100.65740203857422
61,91.32630157470705,100.65721893310548
62,91.37963104248048,100.65705108642578
63,91.4308090209961,100.65689086914062
64,91.4891586303711,100.65670013427734
65,91.54717254638672,100.6565170288086
66,91.60262298583984,100.65634155273438
67,91.65947723388672,100.65615844726562
68,91.7184829711914,100.65597534179688
69,91.78186798095705,100.65576934814452
70,91.84064483642578,100.65558624267578
71,91.90636444091795,100.65538024902344
72,91.97362518310548,100.65516662597656
73,92.03595733642578,100.65496826171876
74,92.10001373291016,100.6547622680664
75,92.16588592529295,100.65454864501952
76,92.23429107666016,100.65433502197266
77,92.29877471923828,100.65412902832033
78,92.36347198486328,100.65392303466795
79,92.43070220947266,100.6537094116211
80,92.49459075927734,100.65351104736328
81,92.56839752197266,100.6532745361328
82,92.6563491821289,100.65299224853516
83,92.7240219116211,100.65277862548828
84,92.80538177490234,100.65251922607422
85,92.88190460205078,100.65227508544922
86,93.19805145263672,100.65127563476562
87,93.2734603881836,100.65103149414062
88,93.35932159423828,100.65076446533205
89,93.46988677978516,100.65040588378906
90,93.55687713623048,100.65013122558594
91,93.6399383544922,100.64987182617188
92,93.71610260009766,100.64962768554688
93,93.79734802246094,100.6493682861328
94,93.88435363769533,100.64909362792967
95,93.97474670410156,100.6488037109375
