x,y
152.4966583251953,-20.576040267944336
152.4966278076172,-20.57604217529297
152.49661254882812,-20.57604217529297
152.4947967529297,-20.57601547241211
152.488525390625,-20.57591819763184
152.47564697265625,-20.57571220397949
152.44056701660156,-20.575145721435547
152.4165496826172,-20.57477569580078
152.38771057128906,-20.57431983947754
152.3532257080078,-20.57379722595215
152.31805419921875,-20.57327461242676
152.28237915039062,-20.572736740112305
152.2440185546875,-20.572172164916992
152.19915771484375,-20.57154083251953
152.15609741210938,-20.570934295654297
152.1114501953125,-20.5703125
152.06427001953125,-20.56968116760254
152.01449584960938,-20.569019317626957
151.9598388671875,-20.56831741333008
151.9071044921875,-20.56765556335449
151.52420043945312,-20.56342887878418
151.0575714111328,-20.55956077575684
150.5222930908203,-20.556861877441406
149.91580200195312,-20.556047439575195
149.04103088378906,-20.559106826782227
147.99847412109375,-20.56924057006836
147.21453857421875,-20.58152198791504
146.40927124023438,-20.59829330444336
145.54904174804688,-20.62087631225586
144.52589416503906,-20.654003143310547
144.35948181152344,-20.6600341796875
143.9532470703125,-20.675525665283203
143.78277587890625,-20.682342529296875
143.61392211914062,-20.689281463623047
143.4434814453125,-20.696483612060547
143.2710723876953,-20.703947067260746
143.086669921875,-20.71215438842773
142.90081787109375,-20.72064781188965
142.72354125976562,-20.72895050048828
142.53453063964844,-20.738037109375
142.35040283203125,-20.747127532958984
142.1707000732422,-20.75618553161621
141.97708129882812,-20.76619529724121
141.79342651367188,-20.77593231201172
141.5911865234375,-20.78689384460449
141.4005584716797,-20.79745483398437
141.2065887451172,-20.808469772338867
141.00146484375,-20.82036781311035
140.79481506347656,-20.83264923095703
140.5982208251953,-20.844572067260746
140.3912811279297,-20.857404708862305
140.173828125,-20.871204376220703
139.9586639404297,-20.88515281677246
139.76744079589844,-20.89779090881348
139.5621337890625,-20.911645889282227
139.35801696777344,-20.925689697265625
139.14276123046875,-20.940793991088867
138.94606018066406,-20.954853057861328
138.48526000976562,-20.98880958557129
138.25782775878906,-21.00607681274414
138.0393524169922,-21.02297019958496
137.84056091308594,-21.03863906860352
137.62342834472656,-21.056032180786133
137.41339111328125,-21.07316017150879
137.191650390625,-21.091541290283203
136.97555541992188,-21.10978507995605
136.7545623779297,-21.12874794006348
136.5153350830078,-21.149635314941406
136.29490661621094,-21.169214248657227
136.07452392578125,-21.189111709594727
135.8426971435547,-21.210399627685547
135.60865783691406,-21.232236862182617
135.37554931640625,-21.25435256958008
135.12911987304688,-21.27810287475586
134.90335083007812,-21.30023002624512
134.68112182617188,-21.32234764099121
134.42398071289062,-21.34832763671875
134.19580078125,-21.37175178527832
133.96563720703125,-21.395721435546875
133.69371032714844,-21.42449951171875
133.4423828125,-21.451528549194336
132.95571899414062,-21.50506591796875
132.70712280273438,-21.533018112182617
132.46104431152344,-21.561079025268555
132.0428466796875,-21.60971450805664
131.7777099609375,-21.641151428222656
131.5264892578125,-21.67136001586914
131.2701416015625,-21.70261573791504
131.00772094726562,-21.735071182250977
130.7465057373047,-21.767826080322266
130.4949188232422,-21.79980087280273
130.24224853515625,-21.832351684570312
129.9745635986328,-21.867300033569336
129.70811462402344,-21.902549743652344
129.4595947265625,-21.93585586547852
129.17568969726562,-21.974411010742188
128.8917999267578,-22.01351547241211
128.598876953125,-22.05441093444824
128.30262756347656,-22.09636688232422
127.42459869384766,-22.21500396728516
126.97015380859376,-22.27001190185547
126.49317169189452,-22.323057174682617
126.02586364746094,-22.370380401611328
125.90364074707033,-22.381999969482425
125.43547821044922,-22.42361068725586
124.95759582519533,-22.46135711669922
124.48114013671876,-22.49424362182617
124.3321533203125,-22.50355529785156
123.84951782226562,-22.53055191040039
123.35853576660156,-22.55304527282715
122.9042510986328,-22.56940078735352
122.71128845214844,-22.575050354003903
122.21862030029295,-22.585981369018555
121.74473571777344,-22.59174919128418
121.37905883789062,-22.593021392822266
