x,y
68.6229248046875,-106.86712646484376
68.62294006347656,-106.86712646484376
68.62295532226562,-106.86712646484376
68.62492370605469,-106.86670684814452
68.6332778930664,-106.86500549316406
68.64620208740234,-106.86235809326172
68.66474151611328,-106.85858154296876
68.68663024902344,-106.85409545898438
68.71293640136719,-106.84870910644533
68.74083709716797,-106.84298706054688
68.77479553222656,-106.83602905273438
68.81190490722656,-106.8284149169922
68.85200500488281,-106.8201904296875
68.89449310302734,-106.81145477294922
68.93897247314453,-106.80229949951172
68.98929595947266,-106.79193878173828
69.03714752197266,-106.78207397460938
69.08600616455078,-106.77198791503906
69.14954376220703,-106.75886535644533
69.2063217163086,-106.7471160888672
69.26591491699219,-106.73477172851562
69.32731628417969,-106.72201538085938
69.38875579833984,-106.70925903320312
69.44908142089844,-106.69670867919922
69.51484680175781,-106.68299865722656
69.57839965820312,-106.66973876953124
69.64440155029297,-106.65594482421876
69.7158203125,-106.64099884033205
69.78526306152344,-106.6264419555664
69.85964965820312,-106.6108169555664
70.19111633300781,-106.54090881347656
70.27643585205078,-106.5228271484375
70.36744689941406,-106.50350189208984
70.44945526123047,-106.4860610961914
70.53919219970703,-106.46693420410156
70.62186431884766,-106.44927978515624
70.7093734741211,-106.4305419921875
70.79615783691406,-106.41194915771484
70.8851318359375,-106.3928451538086
70.98290252685547,-106.3718032836914
71.07511138916016,-106.3519287109375
71.16950225830078,-106.33152770996094
71.26020050048828,-106.3118896484375
71.3562240600586,-106.2910614013672
71.45655059814453,-106.26924896240234
71.55084228515625,-106.24870300292967
71.65882110595703,-106.22511291503906
71.77406311035156,-106.19989776611328
71.89015197753906,-106.1744155883789
72.00638580322266,-106.14884948730467
72.11314392089844,-106.12530517578124
72.22340393066406,-106.10093688964844
72.3377914428711,-106.07560729980467
72.48190307617188,-106.0435791015625
72.60364532470703,-106.0164566040039
72.72073364257812,-105.99031066894533
72.85022735595703,-105.9613037109375
72.98763275146484,-105.93045043945312
73.1165542602539,-105.90140533447266
73.8756103515625,-105.72887420654295
74.8637924194336,-105.50013732910156
75.72476959228516,-105.29705810546876
76.83236694335938,-105.03059387207033
78.10728454589844,-104.71659088134766
79.15364837646484,-104.45301818847656
79.34185028076172,-104.40504455566406
79.54002380371094,-104.35436248779295
79.74795532226562,-104.30096435546876
79.94413757324219,-104.25039672851562
80.15068817138672,-104.19696044921876
80.35057830810547,-104.14503479003906
80.5594253540039,-104.09059143066406
80.77235412597656,-104.0348663330078
80.9853515625,-103.97888946533205
81.19290161132812,-103.92413330078124
81.42709350585938,-103.86209869384766
81.67657470703125,-103.79571533203124
81.89037322998047,-103.73858642578124
82.12655639648438,-103.67523193359376
82.36451721191406,-103.6111068725586
82.59807586669922,-103.54791259765624
82.83492279052734,-103.48355102539062
83.07174682617188,-103.41891479492188
83.3044662475586,-103.35513305664062
83.52731323242188,-103.29380798339844
83.78661346435547,-103.22215270996094
84.04557037353516,-103.15025329589844
84.27029418945312,-103.0876007080078
84.7629165649414,-102.94937896728516
85.01957702636719,-102.87687683105467
85.27931213378906,-102.80318450927734
