x,y
90.52434539794922,100.6597671508789
90.52507781982422,100.6597671508789
90.52550506591795,100.6597671508789
90.52828216552734,100.65975189208984
90.5261001586914,100.65975952148438
90.5266342163086,100.65975952148438
90.52692413330078,100.65975952148438
90.52704620361328,100.65975952148438
90.52706146240234,100.65975952148438
90.52701568603516,100.65975952148438
90.5268325805664,100.65975952148438
90.52669525146484,100.65975952148438
90.5265884399414,100.65975952148438
90.52648162841795,100.65975952148438
90.52637481689452,100.65975952148438
90.52629852294922,100.65975952148438
90.52620697021484,100.65975952148438
90.52613067626952,100.65975952148438
90.52605438232422,100.65975952148438
90.52599334716795,100.65975952148438
90.52594757080078,100.65975952148438
90.5259017944336,100.65975952148438
90.5261459350586,100.65975952148438
90.53275299072266,100.65974426269533
90.54488372802734,100.65969848632812
90.56360626220705,100.6596450805664
90.59699249267578,100.65953826904295
90.62479400634766,100.6594467163086
90.6526870727539,100.65936279296876
90.68526458740234,100.65925598144533
90.71965789794922,100.65914916992188
90.75605010986328,100.6590347290039
90.79663848876952,100.65890502929688
90.83499908447266,100.65878295898438
90.8798599243164,100.65863800048828
90.92259979248048,100.65850067138672
90.9734115600586,100.65834045410156
91.01639556884766,100.658203125
91.0617446899414,100.6580581665039
91.1108169555664,100.65790557861328
91.16289520263672,100.6577377319336
91.2187271118164,100.65756225585938
91.26964569091795,100.65740203857422
91.32630157470705,100.65721893310548
91.37963104248048,100.65705108642578
91.4308090209961,100.65689086914062
91.4891586303711,100.65670013427734
91.54717254638672,100.6565170288086
91.60262298583984,100.65634155273438
91.65947723388672,100.65615844726562
91.7184829711914,100.65597534179688
91.78186798095705,100.65576934814452
91.84064483642578,100.65558624267578
91.90636444091795,100.65538024902344
91.97362518310548,100.65516662597656
92.03595733642578,100.65496826171876
92.10001373291016,100.6547622680664
92.16588592529295,100.65454864501952
92.23429107666016,100.65433502197266
92.29877471923828,100.65412902832033
92.36347198486328,100.65392303466795
92.43070220947266,100.6537094116211
92.49459075927734,100.65351104736328
92.56839752197266,100.6532745361328
92.6563491821289,100.65299224853516
92.7240219116211,100.65277862548828
92.80538177490234,100.65251922607422
92.88190460205078,100.65227508544922
93.19805145263672,100.65127563476562
93.2734603881836,100.65103149414062
93.35932159423828,100.65076446533205
93.46988677978516,100.65040588378906
93.55687713623048,100.65013122558594
93.6399383544922,100.64987182617188
93.71610260009766,100.64962768554688
93.79734802246094,100.6493682861328
93.88435363769533,100.64909362792967
93.97474670410156,100.6488037109375
94.06423950195312,100.64852142333984
94.1536636352539,100.6482391357422
94.24668884277344,100.64794158935548
94.33250427246094,100.64766693115234
94.41934204101562,100.64739227294922
94.50440216064452,100.64712524414062
94.603759765625,100.64680480957033
94.69700622558594,100.6465072631836
94.7845687866211,100.64623260498048
94.87835693359376,100.64593505859376
94.9753875732422,100.6456298828125
95.06752014160156,100.64533233642578
95.1611328125,100.64503479003906
95.25177001953124,100.64474487304688
95.34823608398438,100.64443969726562
95.44610595703124,100.64413452148438
95.5392074584961,100.64383697509766
95.62583923339844,100.64356231689452
95.72097778320312,100.64325714111328
95.8249282836914,100.64292907714844
95.93482971191406,100.642578125
96.02938842773438,100.64228057861328
96.13842010498048,100.64192962646484
96.23059844970705,100.64163970947266
96.33387756347656,100.6413116455078
96.43177032470705,100.64099884033205
96.5259017944336,100.64070129394533
96.62225341796876,100.64039611816406
96.72518920898438,100.64006805419922
96.81770324707033,100.6397705078125
96.9184799194336,100.6394500732422
97.01654815673828,100.63914489746094
97.15101623535156,100.6387176513672
97.25114440917967,100.63839721679688
97.35309600830078,100.63806915283205
97.45450592041016,100.63774871826172
97.55216217041016,100.63744354248048
97.65699005126952,100.6371078491211
97.7632827758789,100.63677215576172
97.87831115722656,100.63640594482422
97.96793365478516,100.63611602783205
98.06941223144533,100.63579559326172
98.17086029052734,100.6354751586914
98.2789077758789,100.6351318359375
98.38308715820312,100.63480377197266
98.49363708496094,100.63445281982422
98.60177612304688,100.63410186767578
98.71405792236328,100.63375091552734
98.82746124267578,100.63339233398438
98.93832397460938,100.6330337524414
99.05257415771484,100.63267517089844
99.15634155273438,100.6323471069336
99.26350402832033,100.63200378417967
99.36823272705078,100.63166809082033
99.89443969726562,100.62999725341795
100.53504943847656,100.62796020507812
101.15422058105467,100.6259994506836
101.82750701904295,100.62385559082033
102.41490936279295,100.62199401855467
103.0046615600586,100.6201171875
103.64717864990234,100.61808013916016
104.2017059326172,100.61631774902344
104.31610107421876,100.61595153808594
104.44963836669922,100.6155242919922
104.5733871459961,100.6151351928711
104.70883178710938,100.6147003173828
104.8250732421875,100.61433410644533
104.95654296875,100.6139144897461
105.08032989501952,100.613525390625
105.21836853027344,100.6130828857422
105.34042358398438,100.6126937866211
105.4697494506836,100.61228942871094
105.60594177246094,100.61185455322266
105.74732208251952,100.61140441894533
105.88353729248048,100.61096954345705
106.02758026123048,100.61051177978516
106.1563720703125,100.610107421875
106.30249786376952,100.6096420288086
106.44256591796876,100.60919189453124
106.5999755859375,100.60869598388672
106.74176788330078,100.60824584960938
106.87906646728516,100.6078109741211
107.01495361328124,100.6073760986328
107.14492797851562,100.60696411132812
107.28520965576172,100.60652160644533
107.4307098388672,100.6060562133789
107.57837677001952,100.6055908203125
107.71732330322266,100.60514831542967
107.86831665039062,100.60466766357422
108.01695251464844,100.60419464111328
108.15280151367188,100.603759765625
108.2888412475586,100.60333251953124
108.43962860107422,100.60285186767578
108.5864715576172,100.60238647460938
108.73153686523438,100.60192108154295
108.86983489990234,100.60148620605467
109.01265716552734,100.6010284423828
109.1810073852539,100.60049438476562
109.31241607666016,100.6000747680664
109.46770477294922,100.5995864868164
109.60562896728516,100.5991439819336
109.76140594482422,100.59864807128906
109.90637969970705,100.5981903076172
110.05335235595705,100.59772491455078
110.20033264160156,100.59725952148438
110.35588836669922,100.59676361083984
110.5071792602539,100.59628295898438
110.65972137451172,100.59579467773438
110.80908966064452,100.59532165527344
110.96994018554688,100.59481048583984
111.10956573486328,100.59436798095705
111.26258087158205,100.59387969970705
111.41922760009766,100.5933837890625
111.56779479980467,100.59291076660156
111.72282409667967,100.59242248535156
111.8748779296875,100.59193420410156
112.01595306396484,100.59149169921876
112.16594696044922,100.59101104736328
112.32378387451172,100.59050750732422
112.47905731201172,100.59001922607422
112.6235122680664,100.58956146240234
112.7759780883789,100.58907318115234
112.9323272705078,100.5885772705078
113.09874725341795,100.58805084228516
113.25881958007812,100.58753967285156
113.42040252685548,100.58702850341795
113.62699127197266,100.58637237548828
113.81522369384766,100.58576965332033
113.9701919555664,100.58528137207033
114.122314453125,100.58480072021484
114.2760238647461,100.58431243896484
114.43769073486328,100.58379364013672
114.62532043457033,100.58319854736328
114.77716827392578,100.5827178955078
114.95211029052734,100.58216094970705
115.1282958984375,100.58160400390624
115.2834014892578,100.58110809326172
115.4789581298828,100.58049011230467
115.62141418457033,100.5800323486328
115.78669738769533,100.57950592041016
115.9566879272461,100.57897186279295
116.11901092529295,100.57845306396484
116.29019165039062,100.57791137695312
116.44681549072266,100.5774154663086
116.62711334228516,100.57684326171876
116.79822540283205,100.5762939453125
116.95530700683594,100.57579803466795
117.12931823730467,100.5752410888672
117.2933578491211,100.57472229003906
117.4661636352539,100.5741729736328
117.63646697998048,100.5736312866211
117.81586456298828,100.57306671142578
117.97945404052734,100.57254028320312
