steps,X,Y,yaw,vx,vy,yawdot,progress,error,cmd_throttle,cmd_steer,cmd_brake,next_left_lane_point_x,next_left_lane_point_y,next_right_lane_point_x,next_right_lane_point_y,last_ts,mpc_time
53,155.86656188964844,-95.0416030883789,0.8460440006358689,4.713533427282437,-0.12687782653935198,-0.08174919304572247,917.2225909138704,-1.6820557891779866,1.0,-0.027760883793234825,0.0,164.84298706054688,-100.80612182617188,149.88357543945312,-90.31761932373047,0.016963770613074303,-1
54,155.91561889648438,-94.98834991455078,0.8449733432986298,4.818942581898085,-0.11047475513239347,-0.07087683847083967,917.2953558064886,-1.672735837591192,1.0,-0.018460871651768684,0.0,164.88426208496094,-100.7471923828125,149.92320251464844,-90.26104736328125,0.01510588452219963,-1
55,155.97007751464844,-94.92888641357422,0.8440248584763982,4.933063013512719,-0.0901254930090225,-0.057684664220270125,917.3764191760132,-1.6625382611107342,1.0,-0.008509229868650436,0.0,164.93031311035156,-100.68152618408203,149.96739196777344,-90.19801330566406,0.01644258201122284,-1
56,156.0308380126953,-94.8621597290039,0.8432757112617588,5.05704006258426,-0.06577384400502462,-0.04171610424600557,917.4671790657942,-1.651316172147653,1.0,0.0021121876779943705,0.0,164.98178100585938,-100.60802459716797,150.01681518554688,-90.12744140625,0.017958225682377815,-1
57,156.08428955078125,-94.80300903320312,0.8428990071255671,5.163632208652868,-0.040518395924581174,-0.024274146172925528,917.5473945043045,-1.6416462321477086,1.0,0.012700074352324009,0.0,165.02731323242188,-100.54302978515625,150.06051635742188,-90.06505584716797,0.015518738888204098,-1
58,156.14315795898438,-94.73733520507812,0.8428111228095946,5.27889746166959,-0.012127999494188302,-0.005230132644768328,917.6361774984288,-1.631237395351791,1.0,0.023399120196700096,0.0,165.07766723632812,-100.47108459472656,150.10885620117188,-89.99598693847656,0.016803458333015442,-1
59,156.20306396484375,-94.66989135742188,0.8430593960022171,5.394332766767073,0.01740563706605336,0.014764445757618167,917.7270338716368,-1.6209280194201565,1.0,0.03416517749428749,0.0,165.12916564941406,-100.3974609375,150.15829467773438,-89.92530822753906,0.016815612092614174,-1
60,156.26583862304688,-94.5985107421875,0.8436783146395516,5.508635136581036,0.048810421987241615,0.035652875199966585,917.8228289396015,-1.6104547540100982,1.0,0.04481818154454231,0.0,165.1834716796875,-100.31978607177734,150.21043395996094,-89.85074615478516,0.017359571531414986,-1
61,156.3238525390625,-94.53201293945312,0.8446129510241149,5.570522568531219,0.07525914900826747,0.05879644452631492,917.9118010100561,-1.6010094715212981,1.0,0.055188968777656555,0.0,165.23391723632812,-100.2476577758789,150.2588653564453,-89.78150177001953,0.015896137803792953,-1
62,156.3846893310547,-94.46163177490234,0.8457653674068194,5.60844487196169,0.09923741583707946,0.06924648273051798,918.005642373319,-1.5914014472600888,1.0,0.06544183939695358,0.0,165.28709411621094,-100.17158508300781,150.30990600585938,-89.7084732055664,0.016642237082123756,-1
63,156.44482421875,-94.39144134521484,0.8472715181613137,5.680463654864052,0.12596944248107,0.0921003043486426,918.098919943161,-1.5821837995649808,1.0,0.07526107132434845,0.0,165.3399200439453,-100.09593963623047,150.36062622070312,-89.63584899902344,0.01635337434709072,-1
64,156.50595092773438,-94.31927490234375,0.8490776740126055,5.74744643683897,0.15436048705647432,0.10930059044472863,918.1944198695724,-1.5732028279895336,1.0,0.08463677018880844,0.0,165.3939666748047,-100.01847839355469,150.41250610351562,-89.56149291992188,0.0165246669203043,-1
65,156.5752716064453,-94.23651123046875,0.8516118715268977,5.811090047964132,0.1849367973184326,0.13592277225438215,918.3034947838277,-1.5634465820195858,1.0,0.09292086958885193,0.0,165.45571899414062,-99.92999267578125,150.47178649902344,-89.47654724121094,0.018644392490386963,-1
66,156.6335906982422,-94.16613006591797,0.8539430695870985,5.912551617278024,0.20814026020779686,0.1496042769410807,918.3958902766531,-1.5555849772413395,1.0,0.10123874992132187,0.0,165.50799560546875,-99.85504913330078,150.52195739746094,-89.40460205078125,0.015582429245114326,-1
67,156.69784545898438,-94.08753967285156,0.856950577406125,6.024612843449129,0.24306146727318056,0.17764425650496218,918.498567409157,-1.5474290297865865,1.0,0.10813082754611969,0.0,165.56607055664062,-99.77174377441406,150.5777130126953,-89.32463073730469,0.016929946839809418,-1
68,156.7604522705078,-94.01001739501953,0.8601104180395039,6.095974669276764,0.26657494427327855,0.19249406551535936,918.5994083588679,-1.5399284905990627,1.0,0.11443858593702316,0.0,165.6230926513672,-99.68994140625,150.63246154785156,-89.24610137939453,0.01641526259481907,-1
69,156.82325744628906,-93.9312973022461,0.8635938993243549,6.2048048543997245,0.29255760311787826,0.21347217518797795,918.7013714174376,-1.532850985717726,1.0,0.1197170689702034,0.0,165.6807403564453,-99.60718536376953,150.68780517578125,-89.16665649414062,0.016318198293447495,-1
70,156.8903045654297,-93.84617614746094,0.8675967636007985,6.300652312600553,0.31758274279581755,0.23180781378785273,918.811136663561,-1.5258039839600746,1.0,0.1236678957939148,0.0,165.7427520751953,-99.51811981201172,150.74732971191406,-89.08116149902344,0.01726802997291088,-1
71,156.95660400390625,-93.76099395751953,0.8717984994316438,6.3960461536225335,0.3365845888870469,0.24773312915654444,918.9205334485167,-1.5192971612872945,1.0,0.12667039036750793,0.0,165.80453491210938,-99.42932891845703,150.806640625,-88.99591827392578,0.016960734501481056,-1
72,157.0192108154297,-93.67962646484375,0.8759636167975005,6.512120378716649,0.35503681723968983,0.26283525806949004,919.0246261209104,-1.5135752046696662,1.0,0.12892673909664154,0.0,165.86328125,-99.34486389160156,150.863037109375,-88.91483306884766,0.015846874564886093,-1
73,157.08908081054688,-93.58759307861328,0.8808329405346013,6.632835153446663,0.3750148097938326,0.27819682066227935,919.1418358967353,-1.507760434457622,1.0,0.12934154272079468,0.0,165.9293975830078,-99.24974060058594,150.926513671875,-88.8235092163086,0.01750316098332405,-1
