X_0,Y_0,yaw_0,vx_0,vy_0,yawdot_0,throttle_0,steer_0,last_ts,X_1,Y_1,yaw_1,vx_1,vy_1,yawdot_1,bin
-125.61813354492188,-32.97757339477539,2.1584838077098434,40.80560515045058,-7.155299646323289,-0.3339533105286651,1.0,-0.1420715898275375,0.0195556711405515,-125.95001983642578,-32.2380256652832,2.150377145351642,40.95998927286144,-6.590987653309487,-0.4145427840311235,"(-14.79, -5.764]"
-122.02400970458984,-42.77436065673828,2.1334337150223943,39.71717362559223,-9.190531438285904,0.3625094603470226,1.0,-0.144109770655632,0.0207819025963544,-122.30599975585938,-41.97462463378906,2.139057512296315,39.774718591899024,-9.075742518201888,0.2706103181768886,"(-14.79, -5.764]"
-95.73229217529295,-163.479248046875,1.8969008017492628,41.09343940498216,-6.303774450771913,0.979524139603748,1.0,-0.1578925997018814,0.0192866586148738,-95.86890411376952,-162.68756103515625,1.9121740306008672,41.07405592995445,-6.770603837333812,0.7919064238439778,"(-14.79, -5.764]"
-121.0826644897461,-45.54713439941406,2.0440034340369886,40.25684974654904,-8.135869944180952,1.102240163866564,1.0,-0.0672280117869377,0.0208651274442672,-121.3133773803711,-44.7200813293457,2.06533615331685,40.17664538848327,-8.627134864400535,1.022410207502604,"(-14.79, -5.764]"
124.34522247314452,89.80510711669922,0.4842901184345658,26.320982722269875,-12.45455038152406,0.7960457218420006,1.0,-0.3623526692390442,0.0212600193917751,124.9656982421875,89.83322143554688,0.4978331913944866,26.341898880496828,-12.438407888376236,0.6370207246922931,"(-14.79, -5.764]"
121.03376770019533,91.3304672241211,0.1938893625686173,29.812197146001413,-6.710020447703564,-0.0618087308093301,1.0,-0.2809333205223083,0.0211294237524271,121.68017578125,91.3172378540039,0.1880033937301355,29.979132743437106,-6.37308215463921,-0.2785674094782491,"(-14.79, -5.764]"
-107.4951171875,-92.98702239990234,2.0467797794733964,39.147808194704304,-6.406067840436915,0.0843101120043432,1.0,-0.1329343467950821,0.0185654032975435,-107.72459411621094,-92.28873443603516,2.0467592731330027,39.078317953697386,-6.190320171646203,-0.0011045459161373,"(-14.79, -5.764]"
-96.54894256591795,-157.9679718017578,1.932082890803918,40.58425538640276,-8.505830530877812,0.7119853137410376,1.0,-0.2479484677314758,0.0217857751995325,-96.6878662109375,-157.0739288330078,1.9426556403315327,40.58248310965877,-8.751156839574572,0.4853051787590988,"(-14.79, -5.764]"
-120.06066131591795,-49.21332931518555,2.014050195466595,39.90421388203123,-7.207447017895141,1.1602438784239806,1.0,-0.0578817315399646,0.019777238368988,-120.2691650390625,-48.43720626831055,2.035095825980946,39.83874118860224,-7.723823623932384,1.064133936280599,"(-14.79, -5.764]"
-106.53939819335938,-94.93961334228516,2.050627381458288,39.26166095838799,-8.612265834240077,0.9512818290284638,1.0,-0.0374155901372432,0.0227114409208297,-106.77703094482422,-94.05965423583984,2.0710769965206794,38.994294206453375,-8.955779096988628,0.9004102880868321,"(-14.79, -5.764]"
-109.02214813232422,-87.14385223388672,2.161057353429241,37.72873274440197,-9.151842593648704,0.094291672608097,1.0,-0.2241221964359283,0.0209533926099538,-109.30653381347656,-86.38237762451172,2.160320589913671,37.75962552700957,-8.837487868645894,-0.0351620154924514,"(-14.79, -5.764]"
127.18119049072266,90.4540786743164,0.5702608200059042,26.80626608126693,-11.81543471745993,-0.0839608469838283,1.0,-0.4486713707447052,0.020916324108839,127.78538513183594,90.5550765991211,0.5639436021631545,27.050337976615,-11.363320164261332,-0.3020233292369015,"(-14.79, -5.764]"
-120.00057220458984,-49.43560791015625,1.985405501097812,39.51958706970216,-6.387766304502422,1.226662200587043,1.0,-0.0300189945846796,0.0221510101109743,-120.2217025756836,-48.57487869262695,2.0107298993775387,39.44944679492804,-7.025869874088171,1.1432615556967576,"(-14.79, -5.764]"
-119.9242935180664,-49.79238510131836,2.0119427029379606,40.3525785170098,-6.590605237161972,0.8363712206064619,1.0,-0.0504256002604961,0.0214183647185564,-120.1658172607422,-48.94915771484375,2.028201700867058,40.33845761858363,-6.914473006112388,0.759114813046899,"(-14.79, -5.764]"
117.27262115478516,90.8124008178711,0.0989404874947276,29.13354485348302,-6.107761515987711,2.2203497897686084,1.0,-0.072987787425518,0.0206303969025611,117.88610076904295,90.73713684082033,0.141812029755688,28.989187738598247,-7.018647017035355,2.078076464715907,"(-14.79, -5.764]"
120.29398345947266,91.53253936767578,0.1858632275438773,29.903450299944915,-6.50824987293058,-0.0060598064086154,1.0,-0.2947427332401275,0.019927829504013,120.90461730957033,91.51890563964844,0.1809069183076717,30.04742991618162,-6.237227031834911,-0.2487129486534146,"(-14.79, -5.764]"
-95.7119140625,-163.57260131835938,1.865037943519228,40.96751633857103,-5.749073222270781,1.3721472521670912,1.0,-0.1104026064276695,0.0197635218501091,-95.83374786376952,-162.76210021972656,1.8888981358316288,40.90780053039991,-6.529094492746598,1.2072844351003076,"(-14.79, -5.764]"
-123.09449768066406,-39.37776947021485,2.05215710118843,41.68784492410144,-7.170720887625386,0.7131543298468693,1.0,-0.0232015047222375,0.0192017685621976,-123.34423828125,-38.603816986083984,2.0649823523660333,41.67665741957945,-7.370897645203058,0.6679203082809988,"(-14.79, -5.764]"
-108.4937973022461,-88.79098510742188,2.058997563606353,38.600737963761055,-7.31968534486904,0.6103500259336307,1.0,-0.0703037828207016,0.0212497990578413,-108.74220275878906,-87.99433135986328,2.070611875436297,38.50704702277426,-7.40843390368374,0.5465610191574294,"(-14.79, -5.764]"
-105.00588989257812,-102.17190551757812,1.9457498340440411,40.768477560317926,-5.932411390639379,0.6160340988271794,0.7013800144195557,0.004674585070461,0.0214692316949367,-105.2085418701172,-101.31195831298828,1.958390395000048,40.63463562833668,-6.087103671514081,0.5887756551152055,"(-14.79, -5.764]"
118.04276275634766,91.35921478271484,0.2984190179207158,29.336175524143677,-8.009629134975883,0.9209898974542484,1.0,-0.2538747489452362,0.0196289680898189,118.64151763916016,91.3775863647461,0.3122560372859542,29.353148234864875,-8.183784365315617,0.7049285169715699,"(-14.79, -5.764]"
123.91026306152344,90.56720733642578,0.3043273739571112,29.380859474303325,-9.166339950904115,0.0608662717826157,1.0,-0.3739242553710937,0.0206310395151376,124.5457763671875,90.5726547241211,0.3005785752486611,29.543752027535028,-8.861684045926985,-0.181706729110739,"(-14.79, -5.764]"
