steps,X,Y,yaw,vx,vy,progress,error,cmd_throttle,cmd_steer,next_left_lane_point_x,next_left_lane_point_y,next_right_lane_point_x,next_right_lane_point_y
22,90.00175476074219,93.00025939941406,7.778641827527867e-05,0.005336138272938475,-0.03442993182653206,1889.2981090003038,1.1343453465299556,0.5,0.22552068531513214,90.47917175292969,85.88983154296875,90.5261001586914,100.65975952148438
23,90.00230407714844,93.00028228759766,0.00011064656544500424,0.0029582022495737376,-0.01320886382696732,1889.2986560119107,1.1343385259955447,0.5,0.22683359682559967,90.47970581054688,85.88983154296875,90.5266342163086,100.65975952148438
24,90.0025863647461,93.00029754638672,0.0001255790172828306,0.0008338434967675203,-0.007265547752851804,1889.2989408004025,1.1343315246920485,0.5,0.22683130204677582,90.47999572753906,85.88983154296875,90.52692413330078,100.65975952148438
25,90.00270080566406,93.00029754638672,0.00013506813787612506,-0.00020375495795731417,-0.003716081135123734,1889.299056198734,1.1343348694920157,0.5,0.2268836945295334,90.48011779785156,85.88983154296875,90.52704620361328,100.65975952148438
26,90.00271606445312,93.00029754638672,0.00013814821436415012,-0.0006451671774568642,-0.0015958774044606174,1889.2990717380314,1.1343353154554956,0.5,0.22686930000782013,90.48013305664062,85.88983154296875,90.52706146240234,100.65975952148438
27,90.00267028808594,93.00028228759766,0.0001360784453563123,-0.000815289342294703,-0.0007208105597628973,1889.2990253872877,1.1343492298212499,0.5,0.22693942487239838,90.48008728027344,85.88983154296875,90.52701568603516,100.65975952148438
28,90.0025863647461,93.00025939941406,0.0001299820187172596,-0.0008702730746831199,-0.0006531136291187705,1889.2989404111702,1.1343696553584812,0.5,0.22697605192661285,90.47999572753906,85.88983154296875,90.52692413330078,100.65975952148438
29,90.00248718261719,93.00025177001953,0.00012156580224329964,-0.0008686528188440732,-0.0009838156377010028,1889.2988404924297,1.1343743825757728,0.5,0.22689850628376007,90.47990417480469,85.88983154296875,90.5268325805664,100.65975952148438
30,90.00235748291016,93.000244140625,0.00011160254177319202,-0.0008937999520939333,0.0015327887296380546,1889.2987099242807,1.1343782176969395,0.5,0.2268948256969452,90.47976684570312,85.88983154296875,90.52669525146484,100.65975952148438
31,90.00225067138672,93.00022888183594,0.00010314154375136118,-0.0007594214167739661,0.0015736678502772789,1889.298602037238,1.1343903478530137,0.5,0.22693872451782227,90.47966003417969,85.88983154296875,90.5265884399414,100.65975952148438
32,90.00213623046875,93.0002212524414,9.892560077533446e-05,-0.0005400111691692801,0.0019215920431371687,1889.29848676349,1.134394628762238,0.5,0.22690032422542572,90.47955322265625,85.88983154296875,90.52648162841797,100.65975952148438
33,90.00203704833984,93.00021362304688,9.780460728780534e-05,-0.00028119204331902115,0.0029742257159112596,1889.2983867864154,1.1343993556155012,0.5,0.22690349817276,90.47944641113281,85.88983154296875,90.52637481689453,100.65975952148438
34,90.001953125,93.00021362304688,8.901018585374153e-05,-0.00046599936075503233,0.002894665393714258,1889.298302375796,1.1343969023153455,0.5,0.22686710953712463,90.4793701171875,85.88983154296875,90.52629852294922,100.65975952148438
35,90.00186920166016,93.00020599365234,8.106755659865367e-05,-0.0004775574424132383,0.002893696845971345,1889.2982177710305,1.1344020750913646,0.5,0.22690628468990326,90.47927856445312,85.88983154296875,90.52620697021484,100.65975952148438
36,90.00178527832031,93.00019073486328,6.838464201863911e-05,-0.0004422575763535905,0.000694316614502437,1889.298132942475,1.134414873943391,0.5,0.22694696485996246,90.47920227050781,85.88983154296875,90.52613067626953,100.65975952148438
37,90.00171661376953,93.00018310546875,5.2558375680009854e-05,-0.0006492889790199536,-0.00033413599798399275,1889.2980636499324,1.1344204926947015,0.5,0.22691218554973602,90.4791259765625,85.88983154296875,90.52605438232422,100.65975952148438
38,90.00164794921875,93.00017547607422,4.15904562189655e-05,-0.0005666475981457896,-0.0016900905841534001,1889.2979943876473,1.1344261114071303,0.5,0.22691331803798676,90.47906494140625,85.88983154296875,90.52599334716797,100.65975952148438
39,90.00160217285156,93.00016021728516,3.6655728762997526e-05,-0.00039736114375290763,-0.0009574797456499703,1889.2979478679897,1.134440025372211,0.5,0.22695757448673248,90.47901916503906,85.88983154296875,90.52594757080078,100.65975952148438
40,90.0015640258789,93.00016021728516,3.221793222841928e-05,-0.00034726657854034117,-0.0006366545447191264,1889.297909497814,1.1344389101075758,0.5,0.226882204413414,90.47897338867188,85.88983154296875,90.5259017944336,100.65975952148438
41,90.0018081665039,92.9999771118164,0.0003651541703908595,0.03312733754834819,-0.008800542205045376,1889.2981490366458,1.1346290748122898,0.5,0.22787663340568542,90.47921752929688,85.88983154296875,90.5261459350586,100.65975952148438
42,90.00841522216797,93.00045013427734,0.0012016898042831832,0.41200717768748313,0.045281608100965584,1889.3047943249398,1.1343492284337493,0.5,0.2254706174135208,90.48582458496094,85.88981628417969,90.53275299072266,100.65974426269531
43,90.02054595947266,93.00171661376953,0.002356455958515931,0.7123841058685826,0.09168736515866444,1889.317055056226,1.1334366612522961,0.5,0.22212450206279755,90.49795532226562,85.8897705078125,90.54488372802734,100.65969848632812
44,90.0392837524414,93.00374603271484,0.003944669265213189,1.0344678698279173,0.13725919559446123,1889.3359572153095,1.131951552992827,0.5,0.21896477043628693,90.51667785644531,85.88971710205078,90.56360626220703,100.6596450805664
45,90.07268524169922,93.00743103027344,0.0067715271172847065,1.3172857512290843,0.17473377171519183,1889.3696578817367,1.1292295670942258,0.5,0.21223598718643188,90.55006408691406,85.88961029052734,90.59699249267578,100.65953826904297
46,90.10049438476562,93.01056671142578,0.009008725993978778,1.497649909660231,0.19284488449974546,1889.3977221369291,1.1268884609220111,0.5,0.21367216110229492,90.57786560058594,85.88951873779297,90.62479400634766,100.6594467163086
47,90.12838745117188,93.01380920410156,0.01119210300922073,1.6571414925379766,0.21706251865119633,1889.4258775412648,1.1244362759863167,0.5,0.21262632310390472,90.60575866699219,85.88943481445312,90.6526870727539,100.65936279296875
48,90.1609878540039,93.01773834228516,0.013687254004624196,1.7820655519926203,0.2340935638788489,1889.4587930790512,1.1214222324678338,0.5,0.2092142254114151,90.63833618164062,85.88932800292969,90.68526458740234,100.65925598144531
49,90.19539642333984,93.02188110351562,0.01635213886733088,1.89674723973488,0.24651861841784184,1889.4935394147778,1.118235047118653,0.5,0.2077110856771469,90.6727294921875,85.88922119140625,90.71965789794922,100.65914916992188
50,90.23179626464844,93.02633666992188,0.01917570027733045,1.986287115133538,0.2561348740314309,1889.5303044352681,1.1147786992728936,0.5,0.20567400753498077,90.70912170410156,85.88910675048828,90.75605010986328,100.6590347290039
51,90.27240753173828,93.03138732910156,0.022208965857525045,2.0798932778512107,0.26612004135794864,1889.5713322934841,1.1108284513650692,0.5,0.20241445302963257,90.74971008300781,85.88897705078125,90.79663848876953,100.65890502929688
52,90.31077575683594,93.03621673583984,0.02508133697658142,2.1610361747475815,0.27305322553814126,1889.6101023191734,1.107024435919809,0.5,0.202384814620018,90.78807067871094,85.88885498046875,90.83499908447266,100.65878295898438
53,90.35565185546875,93.04196166992188,0.028470382153059186,2.2741379607870797,0.2846333947418295,1889.6554590193546,1.102460914060259,0.5,0.19767457246780396,90.83293151855469,85.88871002197266,90.8798599243164,100.65863800048828
54,90.3984146118164,93.0475082397461,0.031668054238079536,2.3397559542564257,0.28794690637059717,1889.6986895878963,1.0980217910332828,0.5,0.1974087357521057,90.87567138671875,85.8885726928711,90.92259979248047,100.65850067138672
55,90.44924926757812,93.05422973632812,0.035364977481327275,2.4384646374844263,0.29714572984949317,1889.750093552708,1.0925930197676426,0.5,0.1913747489452362,90.92648315429688,85.88841247558594,90.9734115600586,100.65834045410156
56,90.49225616455078,93.05998992919922,0.03846127259438348,2.494061619245614,0.2978969264683332,1889.793592150628,1.0879059021843078,0.5,0.1941455900669098,90.96946716308594,85.88827514648438,91.01639556884766,100.658203125
57,90.53762817382812,93.06616973876953,0.0417234576762164,2.5493082903931312,0.30272771524038605,1889.839493423908,1.0828373037111518,0.5,0.19122447073459625,91.01481628417969,85.88813018798828,91.0617446899414,100.6580581665039
58,90.58671569824219,93.0729751586914,0.0452341032041861,2.6027816409815854,0.3054331905114126,1889.8891654296935,1.077209462430866,0.5,0.18730267882347107,91.06388854980469,85.88797760009766,91.1108169555664,100.65790557861328
59,90.6388168334961,93.08030700683594,0.04890912818925175,2.656234290008919,0.3062962552341154,1889.9418994179944,1.071098882585348,0.5,0.1836668699979782,91.115966796875,85.88780975341797,91.16289520263672,100.6577377319336
60,90.6946792602539,93.0882797241211,0.05278650764408217,2.7398508027797437,0.3099526679935476,1889.99845396304,1.0644021458834763,0.5,0.17939674854278564,91.17179870605469,85.88763427734375,91.2187271118164,100.65756225585938
61,90.74562072753906,93.09564208984375,0.056279821819020345,2.7967885738758618,0.3095729626512258,1890.0500382515622,1.0581725141890812,0.5,0.18048635125160217,91.22271728515625,85.8874740600586,91.26964569091797,100.65740203857422
62,90.80229949951172,93.10400390625,0.060074755632166806,2.8688091160495945,0.3154205851196458,1890.1074463572754,1.0510356756930233,0.5,0.17452293634414673,91.27937316894531,85.88729095458984,91.32630157470703,100.65721893310547
63,90.85565185546875,93.11199951171875,0.06356544409671773,2.926167562918513,0.3150216455883641,1890.1614974441854,1.0441584168544573,0.5,0.17444539070129395,91.33270263671875,85.88712310791016,91.37963104248047,100.65705108642578
64,90.9068603515625,93.1197738647461,0.0668981322072213,2.972936279753679,0.3160668470414022,1890.2133870122836,1.037425120209106,0.5,0.17381854355335236,91.38388061523438,85.886962890625,91.4308090209961,100.65689086914062
65,90.96524047851562,93.12879943847656,0.07067483585046833,3.0174669989723406,0.31719594630819015,1890.2725563642207,1.0295469512094524,0.5,0.16651853919029236,91.44223022460938,85.88677215576172,91.4891586303711,100.65670013427734
66,91.02327728271484,93.13785552978516,0.07434629469638677,3.0663032023907455,0.31394423594315435,1890.3313888919004,1.0215889686613682,0.5,0.16452787816524506,91.500244140625,85.88658905029297,91.54717254638672,100.6565170288086
67,91.07876586914062,93.14663696289062,0.07778389470908265,3.1164874962544746,0.31303484109672874,1890.3876489760369,1.0138169362060758,0.5,0.16390322148799896,91.55569458007812,85.88641357421875,91.60262298583984,100.65634155273438
68,91.1356430053711,93.15577697753906,0.08125996907715176,3.165396962479769,0.3138374432003791,1890.4453274239613,1.0056696631290456,0.5,0.16039757430553436,91.612548828125,85.88623046875,91.65947723388672,100.65615844726562
69,91.19468688964844,93.16539764404297,0.08481183534536885,3.2142653775820054,0.3129754378178005,1890.5052134168402,0.9970337597983727,0.5,0.1562272310256958,91.67155456542969,85.88604736328125,91.7184829711914,100.65597534179688
70,91.25809478759766,93.17584991455078,0.0885482170652364,3.262507533446986,0.3102371277038146,1890.569536029068,0.9875860105912454,0.5,0.15027844905853271,91.73493957519531,85.8858413696289,91.78186798095703,100.65576934814453
71,91.31690216064453,93.18561553955078,0.0919200203542505,3.313772784909175,0.306120081004152,1890.629200016785,0.9787019349903181,0.5,0.15132001042366028,91.79371643066406,85.88565826416016,91.84064483642578,100.65558624267578
72,91.3826675415039,93.19670867919922,0.09562552605022993,3.362280539502074,0.3059089757144226,1890.6959333041825,0.9685363796677957,0.5,0.14287950098514557,91.85943603515625,85.88545227050781,91.90636444091797,100.65538024902344
73,91.44996643066406,93.2081527709961,0.09932291742726304,3.4242420621953436,0.3007410855421971,1890.7642311307727,0.9579764811668872,0.5,0.13879580795764923,91.92669677734375,85.88523864746094,91.97362518310547,100.65516662597656
74,91.5123291015625,93.21883392333984,0.10264028403912025,3.476953385867592,0.2960859335556374,1890.827526188575,0.948054746821977,0.5,0.1400022804737091,91.98902893066406,85.88504028320312,92.03595733642578,100.65496826171875
75,91.57642364501953,93.2299575805664,0.10601046446434509,3.5279101038694938,0.2963729710184667,1890.8925856862418,0.9376503349436756,0.5,0.1355080008506775,92.05308532714844,85.88483428955078,92.10001373291016,100.6547622680664
76,91.642333984375,93.24153137207031,0.10941310216535526,3.578165243520883,0.2933990534017221,1890.9594940532231,0.9267501349270342,0.5,0.13084903359413147,92.11895751953125,85.8846206665039,92.16588592529297,100.65454864501953
