steps,X,Y,yaw,vx,vy,progress,error,cmd_throttle,cmd_steer,cmd_brake,next_left_lane_point_x,next_left_lane_point_y,next_right_lane_point_x,next_right_lane_point_y,delta,alpha,kappa,lookahead,target_vel
1377,33.37521743774414,13.01023006439209,-1.8826913725950905,9.988678425482346,0.2288296056101835,367.5408515024381,0.44607027661630855,0.6671838164329529,0.0786835104227066,0.0,27.215028762817383,15.322434425354004,40.56386184692383,9.000917434692383,0.05057624462117253,0.026459226261786428,0.08486050733823025,None,10.0
1378,33.32622146606445,12.848580360412598,-1.8781094039396091,9.939799334016895,0.23390660491629855,367.70703397827396,0.44083681547983056,0.5449295043945312,0.07804114371538162,0.0,27.143556594848633,15.171510696411133,40.49238967895508,8.849992752075195,0.05076584055143402,0.026558607988713075,0.08568130711467647,None,10.0
1379,33.276004791259766,12.679683685302734,-1.8733374187403506,9.899821033423246,0.23778180474719735,367.8803718569534,0.43528116736250594,0.4960727393627167,0.07830404490232468,0.0,27.069063186645508,15.014201164245605,40.41789627075195,8.692684173583984,0.05098433951018355,0.026673142704111197,0.08642453101723879,None,10.0
1380,33.224369049072266,12.502543449401855,-1.8683503832830683,9.868426174282744,0.24069319809697465,368.0618655022629,0.42939170954296996,0.4417911767959595,0.07859785854816437,0.0,26.991117477416992,14.849614143371582,40.33995056152344,8.528097152709961,0.05123881821943249,0.026806541264767527,0.08707003380845901,None,10.0
1381,33.1767463684082,12.336034774780273,-1.8637070287644606,9.84524014410663,0.24251877788851628,368.2322026913009,0.4238405937136906,0.3831166625022888,0.07829880714416504,0.0,26.91802406311035,14.69526195526123,40.2668571472168,8.37374496459961,0.05155566168773483,0.026972637168979206,0.08760681846963769,None,10.0
1382,33.12516784667969,12.152100563049316,-1.8585988194775798,9.822533061879268,0.24268971497028424,368.4200700536203,0.417689193926157,0.40142887830734253,0.07897397130727768,0.0,26.83746910095215,14.52515697479248,40.186302185058594,8.20363998413086,0.05193810936695378,0.027173132388011854,0.08798298499272116,None,10.0
1383,33.076229095458984,11.974087715148926,-1.8537019320231964,9.800969374963968,0.2432924385672921,368.601616140149,0.41175884075023195,0.41143298149108887,0.07890946418046951,0.0,26.759687423706055,14.360908508300781,40.1085205078125,8.039390563964844,0.05239117057208585,0.027410657933974337,0.08823557087021307,None,10.0
1384,33.03144836425781,11.80808162689209,-1.8491639055257014,9.782089724127355,0.24464253583869366,368.7706804218441,0.4062562131568757,0.4032532274723053,0.07867821305990219,0.0,26.687307357788086,14.208072662353516,40.03614044189453,7.886555194854736,0.05286277309106101,0.027657917733433283,0.088385674348175,None,10.0
1385,32.98706817626953,11.640369415283203,-1.8445859316118554,9.765913743521628,0.2460392246688805,368.94124548959746,0.40070151983373076,0.3923458158969879,0.07893626391887665,0.0,26.614347457885742,14.054001808166504,39.96318054199219,7.732484340667725,0.05334649199382148,0.027911544695210733,0.08833763910262715,None,10.0
1386,32.94224548339844,11.467591285705566,-1.839874267011287,9.75083028631921,0.24735561645276283,369.1167201020881,0.3949872722467296,0.3964865207672119,0.0793118104338646,0.0,26.539342880249023,13.895624160766602,39.88817596435547,7.574106693267822,0.05384820036198742,0.02817461976399187,0.08820340261091808,None,10.0
1387,32.899200439453125,11.298327445983887,-1.835266465693232,9.736017491326017,0.24867758954171748,369.28839645081064,0.3894116674520953,0.4085507392883301,0.07939647883176804,0.0,26.466028213500977,13.740806579589844,39.81486129760742,7.4192891120910645,0.05435029071809209,0.02843791132920688,0.08795917216258771,None,10.0
1388,32.85752487182617,11.13119888305664,-1.8307024733751087,9.722697087855426,0.24935288816943757,369.4576904696369,0.3839394734573009,0.4070935845375061,0.07948369532823563,0.0,26.393789291381836,13.588263511657715,39.74262237548828,7.2667460441589355,0.054814524482549504,0.028681365795582794,0.08754372597858401,None,10.0
1389,32.81387710571289,10.952549934387207,-1.825788808005858,9.708666913715078,0.24860640933665046,369.63842838839753,0.3781309004641353,0.4285975396633148,0.079955093562603,0.0,26.316736221313477,13.425556182861328,39.66556930541992,7.104038715362549,0.05523997376019386,0.028904493200597965,0.08700623168433579,None,10.0
1390,32.7736701965332,10.784655570983887,-1.8211426571681057,9.69813373567694,0.24781718862040103,369.80807341494346,0.3727416660776477,0.4041996896266937,0.07960857450962067,0.0,26.244474411010742,13.27295970916748,39.59330749511719,6.951442241668701,0.055582254494148525,0.029084011420373455,0.08637855232250974,None,10.0
1391,32.733642578125,10.614052772521973,-1.816397037263639,9.68931220541498,0.24697061415611232,369.9802447273572,0.3673123257188445,0.39594337344169617,0.07967475056648254,0.0,26.17119789123535,13.11822509765625,39.5200309753418,6.796707630157471,0.05587979512727758,0.02924007082182138,0.08576149549359426,None,10.0
1392,32.69437026977539,10.443072319030762,-1.8116262504868712,9.680970185496388,0.24607053658325873,370.15258784241513,0.3619095927020636,0.3995252251625061,0.07964493334293365,0.0,26.09791374206543,12.963473320007324,39.446746826171875,6.641955852508545,0.05614672129843386,0.02938007803187124,0.08516518775314195,None,10.0
1393,32.65409851074219,10.263778686523438,-1.8066113849961973,9.670997612599434,0.24458558570088096,370.33308605012377,0.3562807345645855,0.4259800910949707,0.0798429325222969,0.0,26.0212345123291,12.801556587219238,39.37006759643555,6.480039119720459,0.056400037568794234,0.029512951040562965,0.08456489093241966,None,10.0
1394,32.61770248413086,10.098162651062012,-1.8019750878544785,9.66497008071923,0.24388406733417223,370.49962464834755,0.35113573278946963,0.39238661527633667,0.079325832426548,0.0,25.950551986694336,12.652300834655762,39.29938507080078,6.330783367156982,0.056624043376189793,0.02963045331368048,0.08402995556468595,None,10.0
1395,32.57748031616211,9.910690307617188,-1.7967198720754252,9.655445921944937,0.2422592427892225,370.6879042036368,0.34532780636492955,0.4371355175971985,0.07993484288454056,0.0,25.8707218170166,12.48373031616211,39.21955490112305,6.16221284866333,0.056860524771399565,0.029754503340181964,0.08345158398083333,None,10.0
1396,32.54102325439453,9.736677169799805,-1.791843357803381,9.647925731317379,0.24096857671670002,370.8624631576173,0.3399993123722916,0.4245668351650238,0.07940898090600967,0.0,25.796785354614258,12.327603340148926,39.1456184387207,6.0060858726501465,0.057080520850928004,0.029869909145191196,0.08293773785158605,None,10.0
1397,32.5080680847168,9.575692176818848,-1.7873358245003674,9.646478105477968,0.2409354799050658,371.0237763469563,0.335101846026417,0.36499351263046265,0.07894202321767807,0.0,25.72852897644043,12.183467864990234,39.077362060546875,5.861950397491455,0.057289463374575376,0.029979519517561455,0.08247955180963046,None,10.0
1398,32.47570037841797,9.413762092590332,-1.7828125785469222,9.645937743947645,0.24143652117485037,371.1858565282591,0.3301737979445574,0.3563178479671478,0.07895449548959732,0.0,25.66001319885254,12.038784980773926,39.008846282958984,5.7172675132751465,0.05751775429080619,0.030099283391081623,0.08203825724604555,None,10.0
1399,32.44451141357422,9.253915786743164,-1.7783596400462554,9.644696442604005,0.24209210031302342,371.34568122112705,0.3253114654739705,0.36451050639152527,0.07889217138290405,0.0,25.592519760131836,11.896263122558594,38.94135284423828,5.5747456550598145,0.05776426341208738,0.030228608752209687,0.08162275337495566,None,10.0
1400,32.41272735595703,9.086904525756836,-1.7737166850018111,9.641357261295248,0.24239401402282645,371.51249246159205,0.32023777024854866,0.38890165090560913,0.07912381738424301,0.0,25.52215003967285,11.747666358947754,38.8709831237793,5.426148891448975,0.058038232297112385,0.030372345169430815,0.08121048064300834,None,10.0
1401,32.37970733642578,8.908748626708984,-1.7687685316964439,9.634094038817999,0.2418247350520284,371.69024399987325,0.3148500333238048,0.4356237053871155,0.07946795970201492,0.0,25.447248458862305,11.589498519897461,38.79608154296875,5.267981052398682,0.058337721753276346,0.030529476782309866,0.08079566813032103,None,10.0
1402,32.34846496582031,8.735533714294434,-1.7639579306613793,9.626981134750904,0.24106355645328992,371.86288203828053,0.30964786311535586,0.44129863381385803,0.07931283116340637,0.0,25.374582290649414,11.436052322387695,38.72341537475586,5.114534854888916,0.05862826812013244,0.030681922243450933,0.08041507134446475,None,10.0
1403,32.31819534301758,8.563036918640137,-1.7591678359667082,9.62215702166533,0.24047433646578775,372.0346274001914,0.304502148964144,0.4232119023799896,0.07928847521543503,0.0,25.270841598510742,11.21527099609375,38.67127990722656,5.0038933753967285,0.058917650708299386,0.030833762964218678,0.08005728915475578,None,10.0
1404,32.28947067260742,8.394758224487305,-1.7544983824694178,9.619593607534556,0.240472214128987,372.2020068472963,0.2995202001293978,0.40302786231040955,0.07916384935379028,0.0,25.15318489074707,10.95703125,38.633750915527344,4.921529769897461,0.059205887234414015,0.030985008199510177,0.07972881318309377,None,10.0
1405,32.26035690307617,8.219017028808594,-1.7496234660940277,9.616080741929924,0.24020589109331714,372.3766296538927,0.294320089824005,0.4523499310016632,0.07942508906126022,0.0,25.034198760986328,10.68632698059082,38.595802307128906,4.835190773010254,0.059508970805026415,0.03114405040663262,0.07940865949067227,None,10.003295099534768
1406,32.23078536987305,8.034876823425293,-1.7445156562813104,9.609820341307143,0.23908936304482764,372.5594119810195,0.28890813028006906,0.6687977313995361,0.0796835646033287,0.0,24.931047439575195,10.443194389343262,38.562904357910156,4.757647514343262,0.05982620057710351,0.03131052278810627,0.07909863055499705,None,10.022880002187312
1407,32.204345703125,7.865148544311523,-1.7398102501093038,9.608820951221198,0.23902597441883455,372.7277281445564,0.2839797528265105,0.6062536835670471,0.0792509913444519,0.0,24.833251953125,10.204730987548828,38.531715393066406,4.681591987609863,0.06012362411365826,0.03146660800328784,0.07883361629490893,None,10.039712780263088
1408,32.17716598510742,7.684800624847412,-1.7348100320046256,9.610552972466968,0.23893171159355386,372.9063998479011,0.27875048179538015,0.5906253457069397,0.07960531115531921,0.0,24.720949172973633,9.920441627502441,38.49589538574219,4.590921878814697,0.06043851677448743,0.031631867786495516,0.07857480987124704,None,10.056233380835984
1409,32.15161895751953,7.509453773498535,-1.7299550893374112,9.616733120326446,0.23895447686072546,373.07995105535724,0.27369588588610416,0.5365097522735596,0.07949674129486084,0.0,24.615821838378906,9.643095016479492,38.46236801147461,4.502462863922119,0.0607573518114446,0.031799203877795126,0.0783455013549447,None,10.07093936295866
1410,32.127296447753906,7.336672306060791,-1.7251757804451548,9.62764795656013,0.2395715728353507,373.2508055174457,0.2687394943368296,0.47567522525787354,0.07947386056184769,0.0,24.516136169433594,9.36895751953125,38.430572509765625,4.415029048919678,0.06108049198456843,0.03196880699173748,0.07814132930887735,None,10.084087737347232
1411,32.103363037109375,7.1604204177856445,-1.7203087203949805,9.63944092646954,0.24018365127388153,373.42493229644276,0.263699602362952,0.4551081657409668,0.07965100556612015,0.0,24.41844940185547,9.088509559631348,38.3994140625,4.325582027435303,0.06142613466860362,0.03215022919642141,0.07795638914636123,None,10.096042165158151
