steps,X,Y,yaw,vx,vy,progress,error,cmd_throttle,cmd_steer,cmd_brake,next_left_lane_point_x,next_left_lane_point_y,next_right_lane_point_x,next_right_lane_point_y,delta,alpha,kappa,lookahead,target_vel,front_left_delta,front_right_delta
358,150.3380889892578,37.24745559692383,1.533923130448041,9.301045314845592,-1.260192837066115,187.08241366514267,0.3135035615717974,0.4532671868801117,-0.36268845200538635,0.0,158.30557250976562,37.92683410644531,143.54254150390625,37.47322082519531,-0.3725374396865306,-0.20569048812099916,0.08005987268673492,None,10.0,-25.747657775878906,-20.826841354370117
359,150.41799926757812,37.745052337646484,1.4602648883864113,9.371736865165822,-1.1474572754805918,187.60694297292682,0.3207233768891366,0.390929251909256,-0.28763243556022644,0.0,158.30126953125,38.17497253417969,143.53138732910156,38.117698669433594,-0.2964487919034177,-0.1603285861796574,0.07879176383024084,None,10.0,-21.98151969909668,-18.24833106994629
360,150.53421020507812,38.265586853027344,1.3912145808008913,9.437936117190146,-0.9778461755489458,188.1573144078733,0.3302536385081144,0.3624987006187439,-0.19774721562862396,0.0,158.3048858642578,38.471405029296875,143.54075622558594,38.88761901855469,-0.20472963344806738,-0.10873615746118397,0.07151332183569688,None,10.0,-17.419946670532227,-14.959329605102539
361,150.66458129882812,38.742671966552734,1.3369908899521696,9.502204014130768,-0.7898788656007838,188.6622583747822,0.34062069101229253,0.3254983425140381,-0.10931269824504852,0.0,158.3147735595703,38.71171188354492,143.56646728515625,39.51175308227539,-0.11597668252480718,-0.060925915706133704,0.06176746823058004,None,10.0,-12.094500541687012,-10.737327575683594
362,150.81179809570312,39.21951675415039,1.294392296735807,9.553406820531402,-0.5574678108928994,189.16632204515628,0.3519387500324934,0.30959296226501465,-0.028422612696886063,0.0,158.3345947265625,38.995872497558594,143.61790466308594,40.24980163574219,-0.03470149071954951,-0.018144946805208964,0.05198520152236004,None,10.0,-6.646718978881836,-6.214797019958496
363,150.9733428955078,39.711143493652344,1.2643936512688276,9.570226770915733,-0.29774568965756165,189.68360637190764,0.362386573034853,0.3349146842956543,0.038728270679712296,0.0,158.36485290527344,39.293888092041016,143.69651794433594,41.0238151550293,0.03105676397968598,0.01623769236029286,0.04197864086778497,None,10.0,-1.7187409400939941,-1.6906572580337524
364,151.13702392578125,40.20176315307617,1.248562090694688,9.549331476191286,-0.05648131013676405,190.19577618202655,0.37006168244884885,0.38576000928878784,0.08332858234643936,0.0,158.39816284179688,39.54640579223633,143.7830352783203,41.6796875,0.07250060560329488,0.03796795560862438,0.03210877794596045,None,10.0,2.290398597717285,2.3425989151000977
365,151.29481506347656,40.68449783325195,1.2456161018968424,9.510109170167551,0.13218121857234166,190.69475607700917,0.37489183114860425,0.42964860796928406,0.10098064690828323,0.0,158.4469451904297,39.84608459472656,143.90972900390625,42.45802307128906,0.08706620186374607,0.04563615625383685,0.022476153540381145,None,10.0,4.801556587219238,5.042526721954346
366,151.4407958984375,41.150848388671875,1.2521228702301785,9.474816759939253,0.259530278039362,191.1725829046412,0.37837340720517537,0.44996070861816406,0.09271557629108429,0.0,158.49319458007812,40.0853271484375,144.02984619140625,43.07939910888672,0.07727848026490397,0.04048109887034403,0.015887000458432266,None,10.0,5.771749019622803,6.1127729415893555
367,151.59136962890625,41.65912628173828,1.2656976680965848,9.441635409470909,0.3015433884359293,191.6929235727926,0.3806338035977209,0.4747615158557892,0.062038831412792206,0.0,158.5637664794922,40.398704528808594,144.213134765625,43.8933219909668,0.045267537795000916,0.023677377676258965,0.012596665443337166,None,10.0,5.325480937957764,5.614161968231201
368,151.7270050048828,42.13976287841797,1.2801505101743904,9.440680632407298,0.26814458711038824,192.1856059685797,0.3804636457882418,0.4463711977005005,0.02223285660147667,0.0,158.62643432617188,40.641666412353516,144.3759002685547,44.52435302734375,0.0030395166217012334,0.0015886030978463303,0.01354644919138985,None,10.0,3.624983072280884,3.756483793258667
369,151.86293029785156,42.63545227050781,1.2926363414710633,9.451709263925455,0.17424018884994963,192.69531303735923,0.37836423824353593,0.4285206198692322,-0.023944523185491562,0.0,158.71456909179688,40.94464111328125,144.60479736328125,45.31126403808594,-0.04496214348289116,-0.023517394071575774,0.018750281134239516,None,10.0,1.3288160562515259,1.345992922782898
370,152.01170349121094,43.18014144897461,1.3005162356624442,9.479665583844767,0.04245398457546168,193.2585023268309,0.3748344558039034,0.3897460103034973,-0.07488526403903961,0.0,158.82127380371094,41.26820373535156,144.88194274902344,46.15164566040039,-0.09715676700861844,-0.05096123336056224,0.02947695512338493,None,10.0,-1.4493448734283447,-1.4291133880615234
371,152.1455841064453,43.65823745727539,1.3009031929688328,9.511110340753026,-0.08302802144012489,193.75666128005682,0.3718163427708058,0.3591097295284271,-0.11814966052770615,0.0,158.90684509277344,41.5023307800293,145.10421752929688,46.759735107421875,-0.1397585900694771,-0.0735902884024324,0.040064133328889695,None,10.0,-3.830700635910034,-4.340996265411377
372,152.28488159179688,44.12987518310547,1.2940536758032035,9.506725886489452,-0.23561068949939834,194.25292313708968,0.37057472867005603,0.39411160349845886,-0.15700268745422363,0.0,159.01901245117188,41.78294372558594,145.3955535888672,47.488555908203125,-0.17677304483508027,-0.093500810639171,0.04893988065726331,None,10.0,-7.148999214172363,-6.6888580322265625
373,152.44590759277344,44.63463592529297,1.2787438284866106,9.485296903200654,-0.3741960564469249,194.79077775646832,0.3722611171861254,0.4228299558162689,-0.19345711171627045,0.0,159.12513732910156,42.026485443115234,145.67120361328125,48.12110137939453,-0.21038377693033217,-0.11184121423245795,0.050618912207931424,None,10.0,-9.501967430114746,-8.708364486694336
374,152.6129608154297,45.11097717285156,1.25698660132899,9.447388598812664,-0.4930508742894606,195.3062604413995,0.37750042071174034,0.4642326533794403,-0.22009330987930298,0.0,159.25624084472656,42.303558349609375,146.0116729736328,48.840736389160156,-0.23372902354085487,-0.12475556434351935,0.04419012645622013,None,10.0,-11.711982727050781,-10.534485816955566
375,152.79446411132812,45.58000564575195,1.2290453809621513,9.40418329095024,-0.5807641274551094,195.82264291029946,0.38574858469631884,0.5004675388336182,-0.234788715839386,0.0,159.37098693847656,42.52825164794922,146.3096923828125,49.42432403564453,-0.24582797849691798,-0.13151252664597768,0.03759168162013945,None,10.0,-13.331347465515137,-11.830076217651367
376,152.99407958984375,46.04499816894531,1.1957899557981138,9.374598697392866,-0.649147589076168,196.34468368313534,0.396672251546813,0.5074143409729004,-0.23588716983795166,0.0,159.51792907714844,42.79580307006836,146.69139099121094,50.11922836303711,-0.2447971125043526,-0.13093501186375087,0.03407456130630853,None,10.0,-14.22611141204834,-12.531791687011719
377,153.1975555419922,46.47384262084961,1.1613638050188775,9.373099638712258,-0.6901522836621887,196.83607357053424,0.40808393912476393,0.4797944724559784,-0.22160513699054718,0.0,159.63882446289062,43.00130844116211,147.00534057617188,50.65298080444336,-0.23059764908800526,-0.12301412720373013,0.03682000540036054,None,10.0,-14.29372787475586,-12.583206176757812
378,153.43492126464844,46.92844009399414,1.1226016285108287,9.385176569602878,-0.6877650803139868,197.36767932383097,0.41946231639260584,0.4598557949066162,-0.19038242101669312,0.0,159.80233764648438,43.261436462402344,147.43003845214844,51.3286018371582,-0.19997715677872785,-0.10613271912134475,0.0523840674838449,None,10.0,-13.426399230957031,-11.903615951538086
379,153.67584228515625,47.35334396362305,1.086340826056637,9.416904746557133,-0.6425391618255469,197.86993635913151,0.4272744471809238,0.4205026626586914,-0.1433107852935791,0.0,159.96676635742188,43.50507736206055,147.8571319580078,51.96140670776367,-0.15686238024860488,-0.08275736543691249,0.07822032285789522,None,10.0,-11.531789779663086,-10.38455867767334
380,153.95408630371094,47.81132125854492,1.0501062557391823,9.448171758751428,-0.536517894245836,198.4146597209656,0.4341212106291029,0.40469351410865784,-0.08404198288917542,0.0,160.2678985595703,43.93529510498047,148.1674346923828,52.404754638671875,-0.0989012819465398,-0.05188303772915724,0.10845671561400874,None,10.0,-8.677617073059082,-8.008471488952637
381,154.2325439453125,48.24750900268555,1.0211314625532837,9.483915101034018,-0.39547488031913147,198.9351359004772,0.43919016807144245,0.3775099515914917,-0.020708002150058746,0.0,160.5959930419922,44.404052734375,148.4955291748047,52.873512268066406,-0.0375985525682799,-0.019661343201218213,0.13731554615707572,None,10.0,-5.086931228637695,-4.848125457763672
382,154.52276611328125,48.68993377685547,1.0001050733778083,9.507779601991048,-0.21849719942860002,199.46268763290533,0.44232750871678966,0.37363526225090027,0.044050976634025574,0.0,160.89930725097656,44.83740234375,148.79884338378906,53.306861877441406,0.025071942439157967,0.013106924325659169,0.16632479179758658,None,10.0,-1.2530640363693237,-1.2379926443099976
383,154.80563354492188,49.119388580322266,0.9894732682530213,9.515249596191296,-0.032624720101442684,199.97203960542774,0.4422384055376123,0.38273996114730835,0.10492518544197083,0.0,161.19410705566406,45.25859069824219,149.09364318847656,53.728050231933594,0.08272416221812127,0.043348094482601435,0.194077548665797,None,10.0,2.5983338356018066,2.6653168201446533
384,155.08836364746094,49.55699920654297,0.98938098972125,9.503654050865428,0.14958806436166938,200.48584627305527,0.4375748639969865,0.40660929679870605,0.16242948174476624,0.0,161.49270629882812,45.685203552246094,149.39224243164062,54.1546630859375,0.1358871938233159,0.07152254074241368,0.21703097247852057,None,10.0,5.321929454803467,6.349742412567139
385,155.34957885742188,49.9776496887207,0.9990731650344299,9.477917295644549,0.3248194079601765,200.97311170199362,0.42806690840170314,0.4345642924308777,0.21031397581100464,0.0,161.8957061767578,46.2758674621582,149.59432983398438,54.450775146484375,0.17940267267729595,0.09492602916322494,0.229024463091689,None,10.0,8.450371742248535,9.832621574401855
386,155.607177734375,50.41872787475586,1.0189563923119886,9.431720395630752,0.4890278605837848,201.47568523934683,0.41217703757120533,0.483580082654953,0.2504565715789795,0.0,162.29737854003906,46.89715576171875,149.79360961914062,54.75901412963867,0.21395786109251055,0.1138083921735989,0.23175198054707355,None,10.0,11.288260459899902,12.737470626831055
387,155.83021545410156,50.83174514770508,1.0451400595174298,9.39597089540771,0.6217422985212,201.93829099923258,0.39231695471988914,0.4946553111076355,0.27469709515571594,0.0,162.61009216308594,47.40595626831055,149.94876098632812,55.011444091796875,0.2352211605732956,0.1255864251097314,0.22568156440905993,None,10.0,13.262941360473633,15.17384147644043
388,156.04647827148438,51.2735481262207,1.0798234050789404,9.364171099587672,0.7390061145195528,202.42461620597487,0.3663212713030733,0.5086035132408142,0.2893475592136383,0.0,162.9690399169922,48.02027130126953,150.12684631347656,55.31622314453125,0.2450358029578523,0.13106870131013562,0.21026219239130875,None,10.0,14.38351058959961,16.647796630859375
389,156.23580932617188,51.70661544799805,1.1183998261009562,9.350189286640212,0.8117277121460247,202.89403824505993,0.33861768007840826,0.49964237213134766,0.28673499822616577,0.0,163.24830627441406,48.52327346801758,150.26539611816406,55.565773010253906,0.24210051258120624,0.12942592418074947,0.18957729919170774,None,10.0,15.049412727355957,17.53768539428711
390,156.41439819335938,52.170936584472656,1.1626893934514646,9.347861692488678,0.842718810197411,203.391608197536,0.3096254494801281,0.4909704029560089,0.2698451578617096,0.0,163.5821990966797,49.15717697143555,150.43104553222656,55.880271911621094,0.22537166617106807,0.12011433295540001,0.16867797240459703,None,10.0,14.932682991027832,17.378938674926758
391,156.57090759277344,52.63982391357422,1.2080358362805708,9.368832444254084,0.8369251064478216,203.8913859252771,0.28194170107749533,0.4547192454338074,0.2389630824327469,0.0,163.8902130126953,49.77767562866211,150.5838623046875,56.18811798095703,0.19718224856270483,0.1046043357329394,0.14867065046023684,None,10.0,14.162796020507812,16.35161018371582
392,156.7052001953125,53.10525894165039,1.2516112769847743,9.401964851917116,0.7871717128256299,204.38478486427218,0.25546612372654864,0.42339181900024414,0.2006094604730606,0.0,164.1509246826172,50.33367156982422,150.7132110595703,56.46396255493164,0.16136057296637574,0.0851774058921915,0.13000655473016198,None,10.0,12.726480484008789,14.473118782043457
393,156.8389129638672,53.64910888671875,1.2983147335473304,9.45401313181747,0.7013518477697298,204.95756725766478,0.22502949643564904,0.370873361825943,0.15570814907550812,0.0,164.4714813232422,51.06233596801758,150.8722381591797,56.825469970703125,0.11402004672135417,0.05988774575004916,0.10970546060951625,None,10.0,10.883666038513184,12.144454956054688
394,156.9429473876953,54.14323425292969,1.3354346717691818,9.48841644418918,0.5867703478450004,205.47447740807317,0.19827380543514278,0.36821645498275757,0.1055271252989769,0.0,164.71495056152344,51.65485763549805,150.99302673339844,57.11943817138672,0.06885774530577339,0.036053164987286765,0.09417803848442265,None,10.0,8.642495155334473,9.422860145568848
395,157.03567504882812,54.6435432434082,1.3665876644106563,9.512870216728544,0.45164292873567624,205.9944061798794,0.17281398337237897,0.36408835649490356,0.05819443613290787,0.0,164.9738006591797,52.328834533691406,151.12144470214844,57.45381546020508,0.024093913556085707,0.012595408087408796,0.08309928668527024,None,10.0,6.015100002288818,6.384671688079834
396,157.11813354492188,55.13227462768555,1.38965796314374,9.529174611456714,0.3040746561488956,206.49890022779167,0.1505021234583094,0.3623407483100891,0.013939912430942059,0.0,165.1905517578125,52.93505096435547,151.22898864746094,57.754573822021484,-0.015897053382130898,-0.008309360079709473,0.07632493003294345,None,10.0,3.404696226119995,3.520472288131714
397,157.19924926757812,55.638885498046875,1.4055335990339204,9.524314636327384,0.1571743639888592,207.01822133409678,0.13102197796517892,0.38792428374290466,-0.026060407981276512,0.0,165.42066955566406,53.62968444824219,151.34315490722656,58.09920120239258,-0.05209165201882123,-0.0272536284746288,0.07310724650040283,None,10.0,0.8365314602851868,0.8433619141578674
398,157.27464294433594,56.11421585083008,1.4132100277180193,9.516471434520009,0.024802917811125313,207.5020516865095,0.11673833885503017,0.39590466022491455,-0.060940586030483246,0.0,165.60818481445312,54.24357223510742,151.43618774414062,58.40376663208008,-0.08106114142708205,-0.04247225821285165,0.07327927609970605,None,10.0,-1.5767543315887451,-1.5530825853347778
399,157.35507202148438,56.60562515258789,1.4140201613216214,9.499723263167438,-0.0938349371263334,207.99879177570398,0.10662394977399933,0.4161677360534668,-0.09040633589029312,0.0,165.80160522460938,54.93345642089844,151.5321502685547,58.746036529541016,-0.10585192460255141,-0.05555944109418211,0.074980535796622,None,10.0,-3.687761068344116,-3.560925006866455
400,157.45030212402344,57.14925003051758,1.4074815682132589,9.462546912114625,-0.20479139557686366,208.54432924980503,0.10122896761434286,0.4636137783527374,-0.11793643236160278,0.0,165.98825073242188,55.67018508911133,151.624755859375,59.11154556274414,-0.12839286315689905,-0.06752677065518155,0.07672553172585328,None,10.0,-5.472667217254639,-5.198688983917236
401,157.5397186279297,57.617431640625,1.3965186655859478,9.45145335364424,-0.2922309542277286,209.01095868763701,0.10117981528469783,0.4440166652202606,-0.1376434564590454,0.0,166.14132690429688,56.34410095214844,151.70069885253906,59.44589614868164,-0.1427515952489626,-0.07519063650971125,0.07814136148200135,None,10.0,-7.140416622161865,-6.680969715118408
402,157.63648986816406,58.07598114013672,1.381223731971459,9.448843162365261,-0.37092978765888707,209.465473707055,0.1057588681724126,0.4349520802497864,-0.14770574867725372,0.0,166.2703094482422,56.97866439819336,151.7646942138672,59.760719299316406,-0.14841463455682388,-0.07822296750024532,0.07944338452538953,None,10.0,-8.334022521972656,-7.71535062789917
403,157.75347900390625,58.572845458984375,1.3604042038336557,9.443803040733881,-0.4277955282685051,209.95551869578838,0.11562153412614015,0.43984368443489075,-0.14654666185379028,0.0,166.4007110595703,57.70829391479492,151.82937622070312,60.12270736694336,-0.1424650796191283,-0.0750373703008842,0.08075367584232365,None,10.0,-8.943422317504883,-8.236063003540039
404,157.884521484375,59.074378967285156,1.3364803619712013,9.437149539262913,-0.44537886692265527,210.44762738760045,0.1287195927337284,0.44771140813827515,-0.1289769560098648,0.0,166.509033203125,58.41546630859375,151.8831329345703,60.47355270385742,-0.12231487045987718,-0.064292641266006,0.0815947238410508,None,10.0,-8.873913764953613,-8.17690372467041
405,158.02346801757812,59.559242248535156,1.3122894050514122,9.444598040986955,-0.43017150588188,210.92086873265572,0.14224051799195433,0.4297523498535156,-0.09481699764728546,0.0,166.60137939453125,59.13633346557617,151.92893981933594,60.83119583129883,-0.08840810081394479,-0.0463436719981448,0.08057739385990408,None,10.0,-7.809813022613525,-7.263343811035156
406,158.17225646972656,60.04111099243164,1.289499936655277,9.464383020696756,-0.37092367499407075,211.38819250290396,0.15346624023046962,0.4054216742515564,-0.04446955770254135,0.0,166.6713409423828,59.81016159057617,151.96365356445312,61.16550064086914,-0.04091714646462163,-0.0213988437705064,0.07770403703214196,None,10.0,-5.740303039550781,-5.438464641571045
407,158.32357788085938,60.50780487060547,1.270998823404442,9.48712754299551,-0.27058228847121546,211.83639355491988,0.15954896300292518,0.3878750503063202,0.018362363800406456,0.0,166.72702026367188,60.50475311279297,151.99127197265625,61.51010513305664,0.016467638522868394,0.008607664097251916,0.0732375777617678,None,10.0,-2.6917009353637695,-2.6229283809661865
408,158.48663330078125,61.001888275146484,1.2583545340229094,9.503659223912956,-0.10673090926944706,212.3067966881599,0.16084954622876643,0.38332006335258484,0.0908018946647644,0.0,166.7652130126953,61.17866134643555,152.01022338867188,61.84444808959961,0.08405999708950085,0.044051815826344626,0.06682243446437701,None,10.0,1.099334955215454,1.1111655235290527
409,158.63673400878906,61.464813232421875,1.2548048066059427,9.507487803241323,0.05310166282475626,212.74503738648556,0.15683347535538744,0.3905135691165924,0.16290369629859924,0.0,166.78805541992188,61.86127471923828,152.0215606689453,62.18311309814453,0.1510459583128064,0.0796339162512527,0.059335353759417765,None,10.0,3.517685890197754,5.494588375091553
410,158.7814483642578,61.935691833496094,1.2608078380190904,9.487461172312504,0.2539537136801959,213.189730169527,0.1469687581955718,0.4240891933441162,0.23886655271053314,0.0,166.7949981689453,62.487281799316406,152.02499389648438,62.493690490722656,0.2216533972688996,0.11805599322712913,0.05145244993428412,None,10.0,7.41981840133667,9.860140800476074
411,158.91940307617188,62.432640075683594,1.278594957781675,9.434018810732464,0.4645954256397089,213.65959363344362,0.12936719695829008,0.4890461266040802,0.32350611686706543,0.0,166.74176025390625,63.757843017578125,152.0245819091797,62.50985336303711,0.29943618610816186,0.16205962050986475,0.043236491210771555,None,10.0,11.269586563110352,14.467122077941895
412,159.03488159179688,62.92049789428711,1.3073586954511849,9.362659199047595,0.6614256241576157,214.12393565310282,0.10512856241738429,0.5506637692451477,0.41140830516815186,0.0,166.5961456298828,64.92512512207031,152.02345275878906,62.51900863647461,0.3819132376798815,0.2114856226281596,0.03517365117379889,None,10.0,14.720906257629395,19.608320236206055
413,159.12657165527344,63.41832733154297,1.3482331581778302,9.272648115710998,0.8708030177309685,214.6042362379379,0.07367463933758844,0.6217881441116333,0.5092421174049377,0.0,166.4031219482422,65.89324188232422,152.02194213867188,62.52659225463867,0.4741044583564606,0.2715155417637105,0.026874158229455825,None,10.0,18.62254524230957,24.960773468017578
414,159.18482971191406,63.89680862426758,1.3986887424001988,9.175757288611363,1.0640582925294488,215.07638821640637,0.038752754713725336,0.6864017844200134,0.6036521196365356,0.0,166.08364868164062,67.04681396484375,152.01942443847656,62.53562927246094,0.5667925946421226,0.3391024353520178,0.018808628355992278,None,10.0,22.015003204345703,30.601783752441406
415,159.20880126953125,64.39995574951172,1.463095695467111,9.072446282406801,1.2824375452773058,215.59007589856196,0.0002290921357720307,0.7444998621940613,0.6984461545944214,0.0,165.93215942382812,67.4945297241211,152.0182342529297,62.53914260864258,0.6599110365600963,0.4175861934882827,0.012715343385588829,None,10.0,25.929359436035156,36.317588806152344
416,159.19171142578125,64.86740112304688,1.5340136779251037,8.95694360834539,1.459950503709442,216.0897333420149,-0.03181359805012985,0.8273728489875793,0.7638005018234253,0.0,165.50234985351562,68.5676040649414,152.01487731933594,62.54754638671875,0.7333484623806573,0.4902971731595912,0.010262563179374316,None,10.0,29.376174926757812,42.522178649902344
417,159.12257385253906,65.3865737915039,1.6255871377977509,8.827725522060183,1.6382182800879905,216.67630403268808,-0.05224503826275904,0.9139438271522522,0.8106806874275208,0.0,164.9081268310547,69.75384521484375,152.0102081298828,62.55684280395508,0.7928614794065683,0.5592000522609754,0.01176551926539739,None,10.0,32.922889709472656,46.55784225463867
418,159.01400756835938,65.83629608154297,1.716408920452723,8.724206687567447,1.7642715868326666,217.20933641942133,-0.04541525311713164,0.9569864273071289,0.812408447265625,0.0,164.78347778320312,69.97284698486328,152.00924682617188,62.558563232421875,0.821508993658567,0.5965919178199124,0.015766191098855194,None,10.0,35.120391845703125,49.462806701660156
419,158.8559112548828,66.28031158447266,1.816765352442397,8.668903215504361,1.8654675744241946,217.7444514302632,-0.0067117992276859734,0.9395854473114014,0.7874370217323303,0.0,164.13856506347656,70.9873275756836,152.0041961669922,62.56651306152344,0.8264760655742831,0.603408476679272,0.020485464454711756,None,10.0,35.417903900146484,49.58977127075195
420,158.66061401367188,66.68679809570312,1.918130856169102,8.692722354394489,1.9234334037047986,218.23189023214042,0.0530617674012022,0.8419870734214783,0.7536706924438477,0.0,163.43768310546875,71.9173812866211,151.99868774414062,62.57380676269531,0.8107911877840979,0.5822312119394182,0.022499680407111974,None,10.0,34.530784606933594,48.04602813720703
421,158.40957641601562,67.0924072265625,2.028182659265264,8.797188967178668,1.9341333542971575,218.72021972427112,0.12578328078281006,0.6898428201675415,0.7098637819290161,0.0,163.2812042236328,72.10577392578125,151.99746704101562,62.575279235839844,0.7762961185900261,0.5389315875997809,0.022301003377775377,None,10.0,33.30583953857422,45.931602478027344
422,158.10816955566406,67.4802017211914,2.141540643696705,8.954131361273888,1.8897118831667483,219.19917888422154,0.1997429863337614,0.5348405241966248,0.6600069999694824,0.0,162.42076110839844,73.04048919677734,151.99072265625,62.582603454589844,0.723979540651057,0.48035115911159143,0.021175224803034937,None,10.0,31.70132064819336,43.189090728759766
423,157.78150939941406,67.82315063476562,2.2483913271625915,9.11292299824308,1.808172348291,219.64405558785415,0.2630560201307863,0.4283232092857361,0.6087700724601746,0.0,161.63125610351562,73.77286529541016,151.98452758789062,62.58834457397461,0.6589302871818146,0.4166886294679988,0.020124732080002056,None,10.0,29.861988067626953,40.08477783203125
424,157.39247131347656,68.1594009399414,2.359528767877124,9.261925625197165,1.6883639845900635,220.11391598783476,0.3175437852022816,0.34438034892082214,0.5358539819717407,0.0,161.2439727783203,74.09561920166016,151.9814910888672,62.59086990356445,0.574464555031305,0.34511244892245185,0.019024987635168984,None,10.0,27.950361251831055,36.92283248901367
425,156.9681854248047,68.45944213867188,2.465157992509046,9.3700346985508,1.549571917046721,220.5797356253123,0.3530400969903381,0.31941312551498413,0.46067968010902405,0.0,160.16485595703125,74.88720703125,151.97305297851562,62.59708023071289,0.4785239800240308,0.2745527713810955,0.017953896168781912,None,10.0,25.19349479675293,32.46577072143555
426,156.54136657714844,68.70950317382812,2.557651974012479,9.447099834520884,1.3891558997090074,221.01830641665492,0.36858831382247015,0.3096618056297302,0.38685163855552673,0.0,159.5346221923828,75.28486633300781,151.96810913085938,62.600189208984375,0.3839704267281975,0.212763932351221,0.016958185351305652,None,10.0,22.256790161132812,27.888385772705078
427,156.05833435058594,68.94464874267578,2.6471759982682554,9.49768496357403,1.1913038873981159,221.4928778777441,0.36661838707406375,0.31889650225639343,0.30799686908721924,0.0,158.65370178222656,75.770751953125,151.96119689941406,62.604000091552734,0.2876960132062463,0.15527759814056977,0.015896648056339953,None,10.0,19.245712280273438,23.40823745727539
428,155.59719848632812,69.13182067871094,2.7190690971593807,9.51900285144523,1.0111359100155952,221.93424204835455,0.34915160456200367,0.3415074050426483,0.24763071537017822,0.0,157.4954376220703,76.2984390258789,151.95211791992188,62.608131408691406,0.21270635066536103,0.11311916522767551,0.014919775053973423,None,10.0,15.859197616577148,18.633014678955078
429,155.12750244140625,69.29415893554688,2.7794261811566097,9.534826636052514,0.8231935975699494,222.380299814311,0.3204339614077677,0.34602218866348267,0.2032201886177063,0.0,157.05828857421875,76.46749114990234,151.94869995117188,62.60946273803711,0.15848084052169467,0.08362764317386355,0.013933080848156091,None,10.0,13.115532875061035,14.979599952697754
430,154.65170288085938,69.43573760986328,2.8288914689276323,9.532927671195576,0.6748357481144538,222.83397823536453,0.28369896219224566,0.3680855333805084,0.17833362519741058,0.0,155.83856201171875,76.85847473144531,151.9391326904297,62.612518310546875,0.12741368255828722,0.06700536028602609,0.012934583525302896,None,10.0,11.002016067504883,12.293569564819336
431,154.17294311523438,69.55904388427734,2.8693062700501297,9.5195254107824,0.5722334388707753,223.2940284513275,0.24283335246725468,0.39070776104927063,0.16993454098701477,0.0,154.7216033935547,77.11842346191406,151.93038940429688,62.614559173583984,0.1169272594239802,0.06143047562799467,0.011924516210630356,None,10.0,9.77865982055664,10.789875030517578
432,153.68313598632812,69.66780090332031,2.904070642287806,9.506911172947039,0.5315752303968939,223.76944566260426,0.20002400157328978,0.39753904938697815,0.17488451302051544,0.0,154.05029296875,77.23175811767578,151.9251251220703,62.615447998046875,0.12207395649458097,0.06416456501195632,0.010876658911169877,None,10.0,9.35991096496582,10.283332824707031
433,153.1617889404297,69.76513671875,2.9370581534461815,9.483427469541773,0.5230540117800444,224.2811559780333,0.15508622635938815,0.4256473481655121,0.1914246380329132,0.0,152.6847381591797,77.36640167236328,151.91441345214844,62.61650466918945,0.13873254855120554,0.07304202324845066,0.009751839845687066,None,10.0,9.609461784362793,10.585533142089844
434,152.6513214111328,69.84291076660156,2.9682110129296015,9.443840059534894,0.5342247407288587,224.78800932042174,0.11348542987681653,0.47175222635269165,0.20759232342243195,0.0,152.07843017578125,77.38569641113281,151.90968322753906,62.61665725708008,0.1603172608461843,0.08461574494462168,0.00868413773090741,None,10.0,10.4334135055542,11.59149169921875
435,152.15362548828125,69.90166473388672,2.9996435043274796,9.412029457117768,0.573266350960669,225.28734268289534,0.0757207799903047,0.4858894646167755,0.22240445017814636,0.0,150.78903198242188,77.34452056884766,151.89956665039062,62.616329193115234,0.18085376473043402,0.09571316274177419,0.007698173236005034,None,10.0,11.225740432739258,12.574614524841309
436,151.67355346679688,69.94136810302734,3.0317423186300956,9.393583018482047,0.6152787851788255,225.77321116785393,0.04166885379176719,0.48479026556015015,0.2327900528907776,0.0,150.08914184570312,77.27876281738281,151.56912231445312,62.58309555053711,0.19665469067620683,0.10431606279388361,0.0068026882709315345,None,10.0,11.941095352172852,13.473664283752441
437,151.1758270263672,69.96369171142578,3.0670355946602617,9.385397316628968,0.6572149461992992,226.28060793426997,0.008269713142464701,0.4786278009414673,0.24028439819812775,0.0,149.886474609375,77.25834655761719,151.366455078125,62.562679290771484,0.20647176647943516,0.10969197547966386,0.005938008766225111,None,10.0,12.436026573181152,14.103797912597656
438,150.67388916015625,69.9665298461914,3.10447591116125,9.387378490551214,0.6904720387467294,226.79538074626927,-0.023100535920458992,0.4654525816440582,0.23817114531993866,0.0,149.38986206054688,77.20833587646484,150.86984252929688,62.51266860961914,0.20795592636951132,0.11050688665265224,0.005136051689149903,None,10.0,12.788763046264648,14.55771255493164
439,150.16336059570312,69.948974609375,-3.1391494696057545,9.391704837354444,0.7010135735842861,227.32123350629806,-0.05229213259842938,0.4606417417526245,0.2260592132806778,0.0,148.88270568847656,77.15725708007812,150.36268615722656,62.46158981323242,0.19948222349888559,0.10586192350042749,0.00435133484207308,None,10.0,12.689141273498535,14.428704261779785
440,149.6538543701172,69.91130828857422,-3.0991898027135516,9.406627576894461,0.690312368645422,227.84717453863647,-0.07807146393839977,1.0,0.20276367664337158,0.0,148.3745574951172,77.10608673095703,149.8545379638672,62.41041946411133,0.1808879134150679,0.09573169216204995,0.003563201274453715,None,10.494078820573394,12.114175796508789,13.69274616241455
