steps,X,Y,yaw,vx,vy,dt,progress,error,cmd_throttle,cmd_steer
1468,198.89810180664062,51.65486145019531,-1.9058712604070311,5.027126515261223,-0.25565852864708805,0.01894000545144081,127.90297076021145,-0.47898129440164544,-0.437555730342865,-0.1041473001241684
1469,198.86676025390625,51.575443267822266,-1.909123779046345,5.037817136243196,-0.25847198309112507,0.016955582424998283,127.98478774068927,-0.4805010681153413,-0.44230711460113525,-0.10369908064603806
1470,198.8316192626953,51.4874153137207,-1.9126966759647952,5.026160370281842,-0.2562856066849395,0.01881539076566696,128.07562351285276,-0.48214838147243355,-0.44688159227371216,-0.10466624051332474
1471,198.798095703125,51.40426254272461,-1.9161238979716182,5.033218106506967,-0.25854054286573613,0.01780860312283039,128.16155176159006,-0.4837255561615077,-0.45127731561660767,-0.1046309843659401
1472,198.7635498046875,51.31940460205078,-1.9196129053157311,5.031182761363374,-0.2581064041398218,0.01818840578198433,128.2493693222661,-0.48535351956684475,-0.4554925262928009,-0.10521052032709122
1473,198.72727966308594,51.231224060058594,-1.923258906006104,5.0310363332452,-0.2589091114698805,0.01892831362783909,128.34076807728272,-0.4870555832838103,-0.45952555537223816,-0.1059214323759079
1474,198.69146728515625,51.14503479003906,-1.9268481813652583,5.036490180320297,-0.2604706382768016,0.018522782251238823,128.43024322519014,-0.48873653964344727,-0.4633747637271881,-0.10615208745002747
1475,198.65673828125,51.06239318847656,-1.930293246551385,5.047766107862349,-0.26247165635802805,0.01775696687400341,128.51618876138932,-0.49031642592275304,-0.467038631439209,-0.10596271604299545
1476,198.621337890625,50.9789924621582,-1.933775995466936,5.057219138231187,-0.26365885027779856,0.017903050407767296,128.6030641125915,-0.49191431759074444,-0.4705156981945038,-0.10637231916189194
1477,198.58680725097656,50.8984260559082,-1.9371484895133577,5.076118048548627,-0.2662060385613396,0.01727289706468582,128.68712118737216,-0.4934663356467974,-0.4738045632839203,-0.10645335912704468
1478,198.55101013183594,50.81572723388672,-1.9406216510489847,5.088191933732734,-0.26710785758347244,0.017698034644126892,128.7735464999534,-0.4950598476078847,-0.47690391540527344,-0.10697952657938004
1479,198.51084899902344,50.72390365600586,-1.94449921359614,5.091542649906526,-0.26699282156037696,0.019651370123028755,128.86967821680895,-0.49683674540311784,-0.47981250286102295,-0.10825183987617493
1480,198.47384643554688,50.64016342163086,-1.9480597268155215,5.118589636962851,-0.27110510879183436,0.017909711226820946,128.95750387983313,-0.4984701311337876,-0.4825291931629181,-0.10786095261573792
1481,198.4353485107422,50.553977966308594,-1.9517279649009966,5.126659194065245,-0.27073569326205904,0.018390735611319542,129.04806816292262,-0.5001315047166489,-0.48505285382270813,-0.10833317041397095
1482,198.3931427001953,50.46040725708008,-1.9557489386728528,5.134336666397573,-0.27140051111494756,0.019966470077633858,129.14656732434815,-0.5019774996756787,-0.48738253116607666,-0.10962547361850739
1483,198.35421752929688,50.37501525878906,-1.9594376830987215,5.164024418284348,-0.2753549807243274,0.018199285492300987,129.23663204181682,-0.5036706564376244,-0.4895172417163849,-0.10919991880655289
1484,198.3140411376953,50.28782272338867,-1.9632077870958922,5.175814456482133,-0.2755036786453,0.018530547618865967,129.32878218349404,-0.5053859831101712,-0.49145615100860596,-0.10965383052825928
1485,198.27291870117188,50.199466705322266,-1.9670644438284903,5.197452339850053,-0.2779385766934521,0.01874876767396927,129.42234177610766,-0.5071443411702797,-0.4931984841823578,-0.11022065579891205
